invoice_no,cancellation_date,customer_id,country,cancelled_lines,cancelled_products,cancelled_units,cancellation_value
C496219,2010-01-29 13:52:00,13004,United Kingdom,6,6,40,54.22
C521303,2010-09-03 11:47:00,16235,United Kingdom,5,5,6,54.2
C566942,2011-09-15 16:16:00,17139,United Kingdom,5,5,15,54.1
C508911,2010-05-19 10:19:00,14911,EIRE,2,2,14,54.019999999999996
C508057,2010-05-12 13:20:00,13979,United Kingdom,2,2,8,54.0
C541589,2011-01-19 14:44:00,15831,United Kingdom,1,1,8,54.0
C501873,2010-03-21 12:29:00,14970,United Kingdom,5,5,8,54.0
C511671,2010-06-09 14:42:00,14099,United Kingdom,3,3,8,54.0
C500573,2010-03-08 16:28:00,17661,United Kingdom,1,1,8,54.0
C507653,2010-05-10 16:03:00,17610,United Kingdom,4,4,8,54.0
C506674,2010-05-02 10:22:00,17243,United Kingdom,3,3,8,54.0
C557148,2011-06-17 10:52:00,13735,United Kingdom,4,4,24,54.0
C555244,2011-06-01 14:11:00,12779,Poland,3,3,7,53.91
C543175,2011-02-04 09:46:00,12712,Germany,3,3,6,53.9
C491727,2009-12-14 09:10:00,12439,Cyprus,3,3,30,53.7
C573427,2011-10-31 10:18:00,14560,United Kingdom,1,1,36,53.64
C556640,2011-06-13 15:44:00,13148,United Kingdom,5,5,8,53.629999999999995
C512323,2010-06-15 09:39:00,14911,EIRE,3,3,25,53.55
C562594,2011-08-07 15:44:00,12748,United Kingdom,2,2,72,53.519999999999996
C544038,2011-02-15 11:32:00,14659,United Kingdom,4,4,10,53.5
C520358,2010-08-25 13:35:00,13777,United Kingdom,4,4,18,53.480000000000004
C508186,2010-05-13 12:52:00,17511,United Kingdom,15,15,17,53.4
C567177,2011-09-18 13:42:00,15533,United Kingdom,2,2,28,53.4
C531790,2010-11-09 15:07:00,12476,Germany,7,7,10,53.4
C547091,2011-03-20 16:14:00,,United Kingdom,3,3,17,53.35000000000001
C539603,2010-12-20 14:05:00,14911,EIRE,3,3,5,53.25
C526912,2010-10-13 15:57:00,12709,Germany,4,4,5,53.2
C567705,2011-09-22 09:43:00,14768,United Kingdom,1,1,18,53.1
C545673,2011-03-06 10:14:00,14745,United Kingdom,1,1,18,53.1
C550536,2011-04-19 11:20:00,16325,United Kingdom,1,1,18,53.1
C507209,2010-05-06 17:00:00,17640,United Kingdom,1,1,18,53.1
C504359,2010-04-13 10:31:00,13767,United Kingdom,2,2,5,53.1
C570486,2011-10-10 17:11:00,14533,United Kingdom,2,2,42,53.1
C503366,2010-03-31 14:20:00,15311,United Kingdom,9,9,30,53.07
C564299,2011-08-24 11:00:00,12853,United Kingdom,2,2,12,53.0
C539031,2010-12-15 14:25:00,12647,Germany,6,6,12,52.9
C511842,2010-06-10 17:43:00,13699,United Kingdom,3,3,5,52.75
C510489,2010-06-01 12:00:00,12709,Germany,7,7,31,52.69
C500698,2010-03-09 13:02:00,14911,EIRE,3,3,5,52.55
C557653,2011-06-21 17:25:00,14040,United Kingdom,4,4,10,52.53
C525536,2010-10-05 19:09:00,15093,United Kingdom,1,1,25,52.5
C518844,2010-08-12 11:05:00,14911,EIRE,4,4,17,52.5
C581330,2011-12-08 11:57:00,15877,United Kingdom,2,2,125,52.5
C569986,2011-10-06 19:52:00,16245,United Kingdom,2,2,3,52.45
C517473,2010-07-29 12:00:00,16779,United Kingdom,8,8,16,52.410000000000004
C490768,2009-12-08 11:10:00,14277,France,2,2,2,52.400000000000006
C529172,2010-10-26 18:13:00,12982,United Kingdom,7,7,9,52.25
C502250,2010-03-23 14:21:00,17718,United Kingdom,1,1,36,52.2
C526198,2010-10-10 12:55:00,17085,United Kingdom,4,3,36,52.199999999999996
C520964,2010-09-01 12:17:00,12721,France,9,9,14,52.1
C490469,2009-12-06 12:23:00,16395,United Kingdom,4,4,6,52.0
C523404,2010-09-21 20:29:00,13534,United Kingdom,5,5,36,52.0
C489813,2009-12-02 13:02:00,17867,United Kingdom,2,2,2,51.900000000000006
C496312,2010-01-31 12:14:00,13190,United Kingdom,1,1,2,51.9
C523401,2010-09-21 20:23:00,18223,United Kingdom,4,4,7,51.85
C519259,2010-08-15 15:50:00,17340,United Kingdom,2,2,10,51.800000000000004
C546886,2011-03-17 18:13:00,12520,Germany,3,3,9,51.75
C493090,2009-12-22 10:52:00,13958,United Kingdom,5,5,11,51.75
C528332,2010-10-21 13:41:00,15885,United Kingdom,2,2,8,51.599999999999994
C515103,2010-07-08 12:13:00,13668,United Kingdom,3,3,10,51.5
C543050,2011-02-03 10:14:00,12625,Germany,4,4,34,51.5
C489958,2009-12-03 10:58:00,14895,United Kingdom,2,2,4,51.27
C575608,2011-11-10 12:38:00,16133,United Kingdom,5,5,21,51.19
C529184,2010-10-26 18:39:00,16950,United Kingdom,2,2,85,51.18
C531451,2010-11-08 13:02:00,13466,United Kingdom,3,3,11,51.15
C539063,2010-12-15 16:50:00,15107,United Kingdom,1,1,6,51.0
C578077,2011-11-22 16:18:00,12936,United Kingdom,1,1,20,51.0
C505486,2010-04-22 12:48:00,13552,United Kingdom,1,1,4,51.0
C542991,2011-02-02 11:54:00,14460,United Kingdom,1,1,12,51.0
C514142,2010-06-30 13:51:00,14492,United Kingdom,1,1,4,51.0
C550511,2011-04-18 16:25:00,13798,United Kingdom,1,1,6,51.0
C538702,2010-12-14 10:28:00,13008,United Kingdom,1,1,60,51.0
C552936,2011-05-12 11:29:00,13113,United Kingdom,1,1,6,51.0
C506885,2010-05-05 08:42:00,14292,United Kingdom,1,1,4,51.0
C551509,2011-04-28 18:27:00,15845,United Kingdom,1,1,6,51.0
C503996,2010-04-09 11:31:00,13397,United Kingdom,1,1,4,51.0
C551557,2011-05-03 10:37:00,13113,United Kingdom,1,1,6,51.0
C579438,2011-11-29 13:26:00,14235,United Kingdom,1,1,12,51.0
C549895,2011-04-12 15:40:00,16553,United Kingdom,1,1,4,51.0
C574061,2011-11-02 14:18:00,12474,Germany,1,1,12,51.0
C514526,2010-07-05 09:55:00,15430,United Kingdom,5,5,8,51.0
C521018,2010-09-01 15:06:00,12802,Netherlands,1,1,6,51.0
C504197,2010-04-12 10:28:00,14911,EIRE,1,1,4,51.0
C540347,2011-01-06 13:56:00,16424,United Kingdom,1,1,6,51.0
C548350,2011-03-30 14:49:00,15648,United Kingdom,1,1,6,51.0
C541245,2011-01-16 12:40:00,15535,United Kingdom,1,1,12,51.0
C501283,2010-03-15 14:17:00,17085,United Kingdom,1,1,6,51.0
C569682,2011-10-05 14:33:00,15351,United Kingdom,4,4,10,50.98
C494044,2010-01-11 12:00:00,16103,United Kingdom,1,1,3,50.85
C512413,2010-06-15 13:35:00,15816,United Kingdom,1,1,3,50.85
C554690,2011-05-25 16:56:00,16871,United Kingdom,2,2,3,50.849999999999994
C530839,2010-11-04 14:07:00,14777,United Kingdom,2,2,3,50.849999999999994
C571329,2011-10-17 11:32:00,17706,United Kingdom,2,2,13,50.8
C574493,2011-11-04 13:09:00,14842,United Kingdom,9,9,15,50.74
C554715,2011-05-26 11:02:00,13658,United Kingdom,3,3,6,50.7
C548015,2011-03-29 11:30:00,13802,United Kingdom,1,1,30,50.7
C494453,2010-01-14 13:55:00,15222,United Kingdom,2,2,207,50.55
C553914,2011-05-19 19:50:00,18109,United Kingdom,4,4,7,50.45
C509045,2010-05-20 10:20:00,13835,United Kingdom,2,2,7,50.45
C552173,2011-05-06 13:06:00,15144,United Kingdom,1,1,24,50.400000000000006
C531883,2010-11-10 11:55:00,14725,United Kingdom,2,2,24,50.400000000000006
C508865,2010-05-18 16:14:00,17589,United Kingdom,1,1,24,50.400000000000006
C507198,2010-05-06 16:27:00,13881,United Kingdom,1,1,120,50.4
C525894,2010-10-07 15:12:00,12429,Denmark,1,1,120,50.4
C519459,2010-08-17 11:03:00,17340,United Kingdom,4,4,9,50.349999999999994
C525925,2010-10-07 16:46:00,16584,United Kingdom,6,6,17,50.150000000000006
C518968,2010-08-12 15:48:00,13659,United Kingdom,2,2,5,50.15
C539486,2010-12-20 08:27:00,18256,United Kingdom,4,4,70,50.099999999999994
C574487,2011-11-04 12:57:00,14112,United Kingdom,3,3,17,50.08
C540841,2011-01-11 16:14:00,15602,United Kingdom,1,1,40,50.0
C574489,2011-11-04 13:03:00,18219,United Kingdom,1,1,2,50.0
C528914,2010-10-25 13:54:00,16996,United Kingdom,8,8,23,49.95
C554527,2011-05-24 17:25:00,15251,United Kingdom,3,3,48,49.95
C553905,2011-05-19 18:11:00,15622,United Kingdom,1,1,1,49.95
C560877,2011-07-21 15:14:00,16859,United Kingdom,1,1,1,49.95
C562915,2011-08-10 13:35:00,13388,United Kingdom,1,1,1,49.95
C533129,2010-11-16 12:48:00,14180,United Kingdom,1,1,2,49.9
C539402,2010-12-17 12:19:00,17315,United Kingdom,3,3,16,49.9
C564138,2011-08-23 11:36:00,12753,Japan,8,8,27,49.79
C509624,2010-05-25 09:53:00,16303,United Kingdom,2,2,5,49.75
C535808,2010-11-28 15:11:00,17368,United Kingdom,1,1,5,49.75
C509619,2010-05-25 09:49:00,18172,United Kingdom,2,2,5,49.75
C510234,2010-05-28 09:42:00,14291,United Kingdom,2,2,5,49.75
C532130,2010-11-11 10:46:00,14911,EIRE,1,1,5,49.75
C511812,2010-06-10 15:41:00,16839,United Kingdom,1,1,5,49.75
C490565,2009-12-07 10:44:00,14113,United Kingdom,3,3,51,49.650000000000006
C497231,2010-02-08 09:29:00,15059,United Kingdom,1,1,10,49.5
C550423,2011-04-18 12:06:00,14403,United Kingdom,6,6,6,49.5
C556923,2011-06-15 14:03:00,15400,United Kingdom,1,1,30,49.5
C492669,2009-12-17 18:09:00,17675,United Kingdom,2,2,12,49.5
C557411,2011-06-20 11:37:00,13343,United Kingdom,3,3,9,49.5
C518262,2010-08-05 18:57:00,12910,United Kingdom,1,1,30,49.5
C550812,2011-04-20 16:28:00,15655,United Kingdom,3,3,5,49.35
C556457,2011-06-10 16:50:00,15856,United Kingdom,3,3,7,49.35
C550027,2011-04-14 11:26:00,14195,United Kingdom,1,1,58,49.3
C565237,2011-09-02 09:47:00,14299,United Kingdom,5,5,15,49.25
C515806,2010-07-14 16:47:00,16177,United Kingdom,3,3,8,49.2
C513404,2010-06-24 11:54:00,14911,EIRE,4,4,9,49.050000000000004
C532987,2010-11-15 13:59:00,14911,EIRE,2,2,27,49.05
C529210,2010-10-27 10:28:00,15271,United Kingdom,3,3,31,49.0
C527106,2010-10-14 17:13:00,15380,United Kingdom,2,2,16,48.96000000000001
C506751,2010-05-04 11:43:00,12471,Germany,7,7,11,48.95
C579178,2011-11-28 14:55:00,12362,Belgium,3,3,7,48.85
C562961,2011-08-11 10:24:00,14305,United Kingdom,4,4,19,48.85
C491728,2009-12-14 09:18:00,12471,Germany,7,7,13,48.85
C563606,2011-08-18 06:30:00,13925,United Kingdom,3,3,3,48.849999999999994
C541779,2011-01-21 11:50:00,13102,United Kingdom,3,3,24,48.8
C490987,2009-12-08 17:07:00,14864,United Kingdom,2,2,17,48.75
C533332,2010-11-16 18:01:00,14038,United Kingdom,3,3,6,48.699999999999996
C566784,2011-09-15 10:27:00,14915,United Kingdom,1,1,7,48.65
C561682,2011-07-28 19:27:00,13631,United Kingdom,1,1,7,48.65
C570122,2011-10-07 12:58:00,15874,United Kingdom,12,12,21,48.61
C566209,2011-09-09 15:04:00,16362,United Kingdom,2,2,9,48.55
C522643,2010-09-16 10:32:00,13113,United Kingdom,4,4,7,48.54
C491838,2009-12-14 14:39:00,14113,United Kingdom,2,2,19,48.45
C515798,2010-07-14 16:15:00,13078,United Kingdom,2,2,5,48.449999999999996
C495585,2010-01-26 10:17:00,18223,United Kingdom,11,10,23,48.38
C569949,2011-10-06 18:27:00,12584,Italy,6,6,9,48.35
C571059,2011-10-13 14:27:00,17813,United Kingdom,6,6,12,48.33
C526735,2010-10-12 17:57:00,15291,United Kingdom,2,2,7,48.25
C508238,2010-05-13 19:28:00,14493,United Kingdom,2,2,4,48.2
C492683,2009-12-17 18:25:00,15805,United Kingdom,3,3,9,48.05
C531873,2010-11-10 11:39:00,17340,United Kingdom,3,3,6,48.0
C521231,2010-09-03 11:11:00,,United Kingdom,9,9,9,47.95
C528183,2010-10-21 11:06:00,16550,United Kingdom,2,2,2,47.900000000000006
C503669,2010-04-06 11:50:00,15423,United Kingdom,3,3,5,47.75
C493673,2010-01-05 12:26:00,16779,United Kingdom,14,14,18,47.75
C531846,2010-11-10 09:38:00,14122,United Kingdom,2,2,18,47.7
C539568,2010-12-20 11:59:00,13267,United Kingdom,1,1,6,47.7
C534863,2010-11-24 14:09:00,14047,United Kingdom,1,1,6,47.7
C533994,2010-11-19 14:08:00,17495,United Kingdom,5,5,9,47.65
C537444,2010-12-07 08:42:00,14850,United Kingdom,1,1,8,47.6
C508432,2010-05-14 16:22:00,16166,United Kingdom,2,2,8,47.6
C539065,2010-12-15 16:52:00,14898,United Kingdom,1,1,8,47.6
C535002,2010-11-24 15:50:00,16791,United Kingdom,2,2,18,47.52
C550451,2011-04-18 12:55:00,17204,United Kingdom,2,2,6,47.5
C529571,2010-10-28 18:53:00,18223,United Kingdom,3,3,9,47.5
C509963,2010-05-26 12:59:00,13684,United Kingdom,3,3,11,47.46
C573949,2011-11-02 10:47:00,14511,United Kingdom,3,3,12,47.400000000000006
C493445,2010-01-04 14:00:00,16296,United Kingdom,5,5,7,47.4
C492667,2009-12-17 18:06:00,16168,United Kingdom,5,5,7,47.349999999999994
C511647,2010-06-09 13:45:00,13650,United Kingdom,3,3,27,47.25
C511648,2010-06-09 13:54:00,13650,United Kingdom,3,3,27,47.25
C507384,2010-05-09 12:04:00,17969,United Kingdom,5,5,7,47.25
C507795,2010-05-11 12:42:00,14530,United Kingdom,2,2,7,47.25
C513745,2010-06-28 12:24:00,13089,United Kingdom,2,2,7,47.25
C510206,2010-05-28 07:58:00,13711,United Kingdom,2,2,7,47.25
C519041,2010-08-13 11:27:00,13650,United Kingdom,1,1,7,47.25
C543837,2011-02-14 10:56:00,14431,United Kingdom,4,4,6,47.1
C523396,2010-09-21 20:13:00,13555,United Kingdom,2,2,11,47.05
C534695,2010-11-23 15:48:00,14911,EIRE,2,2,4,46.9
C501036,2010-03-11 19:57:00,16918,United Kingdom,2,2,5,46.85
C547168,2011-03-21 12:10:00,13593,United Kingdom,1,1,24,46.8
C511837,2010-06-10 17:12:00,14156,EIRE,2,2,24,46.8
C494629,2010-01-15 16:48:00,13983,United Kingdom,1,1,72,46.8
C526398,2010-10-11 13:34:00,15311,United Kingdom,9,9,20,46.78
C495516,2010-01-25 14:26:00,13564,United Kingdom,6,6,20,46.75
C559175,2011-07-07 10:17:00,12507,Spain,1,1,11,46.75
C515999,2010-07-16 08:33:00,12975,United Kingdom,3,3,4,46.7
C528934,2010-10-25 15:12:00,13047,United Kingdom,3,3,8,46.7
C560898,2011-07-21 17:30:00,12722,France,2,2,3,46.65
C508355,2010-05-14 12:42:00,13319,United Kingdom,2,2,3,46.65
C514143,2010-06-30 13:53:00,13015,United Kingdom,4,4,7,46.65
C561621,2011-07-28 13:41:00,12722,France,2,2,3,46.65
C539067,2010-12-15 16:55:00,15194,United Kingdom,3,3,18,46.400000000000006
C494205,2010-01-12 11:06:00,16732,United Kingdom,2,2,5,46.349999999999994
C533993,2010-11-19 14:05:00,18221,United Kingdom,3,3,14,46.300000000000004
C562559,2011-08-05 17:08:00,16743,United Kingdom,2,2,37,46.25
C516317,2010-07-19 14:48:00,12471,Germany,6,6,7,46.25
C560866,2011-07-21 14:04:00,14410,United Kingdom,4,4,34,46.2
C543185,2011-02-04 11:22:00,,United Kingdom,2,2,28,46.2
C572991,2011-10-27 10:56:00,17672,United Kingdom,4,4,15,46.050000000000004
C503733,2010-04-07 10:36:00,13148,United Kingdom,4,4,6,46.05
C505850,2010-04-26 12:32:00,17563,United Kingdom,3,3,19,46.05
C548155,2011-03-29 13:18:00,15906,United Kingdom,1,1,6,45.900000000000006
C550668,2011-04-20 09:49:00,12457,Switzerland,1,1,6,45.900000000000006
C496289,2010-01-29 17:27:00,,United Kingdom,3,3,3,45.83
C524410,2010-09-29 09:50:00,14049,United Kingdom,5,5,16,45.78
C504349,2010-04-13 09:44:00,12542,Spain,5,5,7,45.75
C493329,2009-12-23 09:54:00,12472,Germany,5,5,35,45.75
C490153,2009-12-04 10:10:00,12525,France,3,3,5,45.75
C569911,2011-10-06 16:47:00,16653,United Kingdom,7,7,10,45.74
C496071,2010-01-28 16:43:00,16262,United Kingdom,1,1,12,45.72
C535955,2010-11-29 12:20:00,17345,United Kingdom,2,2,24,45.7
C540948,2011-01-12 12:47:00,13093,United Kingdom,4,4,9,45.65
C505527,2010-04-22 17:25:00,12472,Germany,5,5,45,45.65
C541701,2011-01-21 09:26:00,14895,United Kingdom,3,3,7,45.65
C531448,2010-11-08 12:45:00,17735,United Kingdom,2,2,8,45.599999999999994
C519481,2010-08-17 12:55:00,16227,United Kingdom,5,5,16,45.50000000000001
C508240,2010-05-13 19:53:00,14329,United Kingdom,3,3,6,45.5
C558112,2011-06-26 16:08:00,17114,United Kingdom,6,6,7,45.5
C504417,2010-04-13 12:58:00,15303,United Kingdom,2,2,4,45.4
C526117,2010-10-08 13:22:00,12471,Germany,6,6,11,45.35
C559952,2011-07-14 10:57:00,17696,United Kingdom,5,5,15,45.31
C542781,2011-02-01 09:38:00,12626,Germany,2,2,15,45.3
C543764,2011-02-11 15:16:00,17035,United Kingdom,4,4,28,45.199999999999996
C491022,2009-12-08 18:52:00,14817,United Kingdom,3,3,15,45.150000000000006
C521005,2010-09-01 14:19:00,12915,United Kingdom,4,4,7,45.05
C539068,2010-12-15 16:56:00,13266,United Kingdom,1,1,36,45.0
C495705,2010-01-26 13:01:00,15518,United Kingdom,1,1,36,45.0
C535778,2010-11-28 13:43:00,16033,United Kingdom,1,1,12,45.0
C545829,2011-03-07 13:08:00,15290,United Kingdom,2,2,36,45.0
C504422,2010-04-13 13:12:00,14640,United Kingdom,2,2,20,45.0
C547309,2011-03-22 11:17:00,17416,United Kingdom,1,1,12,45.0
C513668,2010-06-28 11:28:00,17389,United Kingdom,1,1,12,45.0
C497164,2010-02-05 16:45:00,16550,United Kingdom,1,1,12,45.0
C538768,2010-12-14 11:34:00,14829,United Kingdom,2,2,36,45.0
C538882,2010-12-14 15:56:00,12797,Portugal,3,3,36,45.0
C528606,2010-10-22 15:29:00,12748,United Kingdom,1,1,12,45.0
C491620,2009-12-11 14:09:00,13768,United Kingdom,4,4,8,45.0
C553667,2011-05-18 12:21:00,14755,United Kingdom,2,2,2,44.900000000000006
C535360,2010-11-25 17:21:00,13823,United Kingdom,3,3,4,44.9
C501332,2010-03-16 10:11:00,14755,United Kingdom,4,4,5,44.85
C548464,2011-03-31 12:14:00,13043,United Kingdom,1,1,3,44.85
C546507,2011-03-14 11:47:00,12712,Germany,3,3,7,44.85
C558081,2011-06-26 11:42:00,18172,United Kingdom,1,1,3,44.85
C557047,2011-06-16 14:36:00,13488,United Kingdom,2,2,3,44.849999999999994
C581148,2011-12-07 14:02:00,12462,Spain,6,6,18,44.78
C549437,2011-04-08 12:37:00,13005,United Kingdom,3,3,5,44.75
C493262,2009-12-22 14:52:00,17865,United Kingdom,3,3,5,44.75
C542101,2011-01-25 13:15:00,12471,Germany,3,3,10,44.699999999999996
C498563,2010-02-21 12:17:00,14505,United Kingdom,7,7,14,44.65
C571838,2011-10-19 12:12:00,17841,United Kingdom,2,2,8,44.6
C511809,2010-06-10 15:32:00,17499,United Kingdom,2,2,9,44.550000000000004
C516274,2010-07-19 12:45:00,16954,United Kingdom,1,1,9,44.55
C497595,2010-02-11 09:45:00,12644,Germany,1,1,9,44.55
C509866,2010-05-26 10:34:00,17230,United Kingdom,2,2,5,44.55
C539602,2010-12-20 14:02:00,13369,United Kingdom,5,5,22,44.53
C542704,2011-01-31 12:48:00,15189,United Kingdom,1,1,42,44.52
C577753,2011-11-21 14:40:00,13756,United Kingdom,1,1,24,44.400000000000006
C573761,2011-11-01 09:55:00,15489,United Kingdom,5,5,15,44.25000000000001
C535337,2010-11-25 16:13:00,12980,United Kingdom,2,2,3,44.25
C529711,2010-10-29 13:10:00,16652,United Kingdom,3,3,4,44.2
C554871,2011-05-27 10:58:00,18225,United Kingdom,3,3,16,44.2
C557224,2011-06-17 13:22:00,15311,United Kingdom,5,5,19,44.17
C566167,2011-09-09 12:00:00,17865,United Kingdom,3,3,5,44.150000000000006
C565752,2011-09-06 12:58:00,17841,United Kingdom,2,2,2,44.1
C554517,2011-05-24 16:55:00,15434,United Kingdom,4,4,9,44.0
C518956,2010-08-12 15:22:00,14370,United Kingdom,2,2,6,44.0
C517519,2010-07-29 13:55:00,13584,United Kingdom,4,4,85,44.0
C522853,2010-09-17 11:24:00,16150,United Kingdom,7,7,9,43.95
C514547,2010-07-05 10:54:00,16161,United Kingdom,2,2,5,43.95
C503967,2010-04-08 17:13:00,13871,United Kingdom,2,2,27,43.95
C508243,2010-05-13 19:59:00,13856,United Kingdom,3,3,5,43.95
C489527,2009-12-01 11:50:00,16128,United Kingdom,3,3,21,43.95
C530995,2010-11-05 11:06:00,12476,Germany,1,1,2,43.9
C534442,2010-11-22 15:23:00,17894,United Kingdom,7,7,42,43.82
C541688,2011-01-20 16:15:00,12683,France,1,1,4,43.8
C544080,2011-02-15 15:46:00,17819,United Kingdom,1,1,4,43.8
C542640,2011-01-31 11:22:00,16839,United Kingdom,1,1,4,43.8
C557947,2011-06-23 16:15:00,13089,United Kingdom,1,1,4,43.8
C491208,2009-12-10 14:16:00,14564,Channel Islands,4,4,7,43.8
C534732,2010-11-23 18:57:00,15100,United Kingdom,1,1,4,43.8
C555255,2011-06-01 15:19:00,17621,United Kingdom,1,1,4,43.8
C494985,2010-01-20 11:29:00,13965,United Kingdom,3,3,7,43.75
C504570,2010-04-14 14:23:00,17511,United Kingdom,6,6,7,43.71
C510216,2010-05-28 08:19:00,16131,United Kingdom,1,1,8,43.6
C533124,2010-11-16 12:41:00,15281,United Kingdom,4,4,4,43.599999999999994
C576561,2011-11-15 13:22:00,15311,United Kingdom,13,13,23,43.57
C561083,2011-07-24 16:20:00,13230,United Kingdom,1,1,121,43.56
C510832,2010-06-03 20:14:00,17581,United Kingdom,9,9,14,43.45
C545446,2011-03-02 16:33:00,12753,Japan,5,5,17,43.39
C527480,2010-10-18 11:37:00,,United Kingdom,1,1,17,43.35
C522752,2010-09-16 13:33:00,16705,United Kingdom,2,2,5,43.35
C540846,2011-01-11 16:59:00,13162,United Kingdom,3,3,50,43.3
C522713,2010-09-16 11:49:00,12472,Germany,10,10,35,43.3
C574825,2011-11-07 10:58:00,16678,United Kingdom,2,2,13,43.25
C496630,2010-02-03 10:35:00,12647,Germany,2,2,24,43.2
C528099,2010-10-20 13:31:00,14952,United Kingdom,2,2,32,43.2
C580913,2011-12-06 13:41:00,17857,United Kingdom,1,1,120,43.2
C532027,2010-11-10 13:20:00,13735,United Kingdom,2,2,4,43.2
C501340,2010-03-16 10:41:00,16705,United Kingdom,4,4,26,43.199999999999996
C542866,2011-02-01 12:14:00,15311,United Kingdom,3,3,6,43.1
C571346,2011-10-17 11:46:00,16101,United Kingdom,6,6,18,43.09
C506477,2010-04-30 10:25:00,16652,United Kingdom,3,3,8,43.0
C515790,2010-07-14 15:53:00,16180,United Kingdom,6,6,14,42.9
C551587,2011-05-03 11:27:00,13505,Switzerland,2,2,4,42.8
C532368,2010-11-11 17:54:00,12505,Italy,4,4,10,42.7
C549905,2011-04-12 16:21:00,17576,United Kingdom,2,2,3,42.65
C552406,2011-05-09 12:39:00,12709,Germany,4,4,8,42.63
C554540,2011-05-24 17:49:00,15125,United Kingdom,4,4,7,42.57
C523398,2010-09-21 20:17:00,12474,Germany,3,3,9,42.55
C538115,2010-12-09 15:30:00,16817,United Kingdom,4,4,34,42.5
C539195,2010-12-16 12:05:00,12748,United Kingdom,1,1,5,42.5
C532417,2010-11-12 08:50:00,12924,United Kingdom,1,1,10,42.5
C567945,2011-09-23 07:57:00,17340,United Kingdom,2,2,6,42.5
C504485,2010-04-14 10:54:00,13266,United Kingdom,1,1,34,42.5
C532552,2010-11-12 12:26:00,17954,United Kingdom,1,1,10,42.5
C502878,2010-03-29 10:33:00,,Bahrain,1,1,10,42.5
C507274,2010-05-07 12:49:00,14824,United Kingdom,1,1,10,42.5
C564908,2011-08-31 12:26:00,17705,United Kingdom,5,5,6,42.4
C534733,2010-11-23 19:01:00,16590,United Kingdom,4,4,6,42.3
C539667,2010-12-21 10:47:00,13148,United Kingdom,6,6,57,42.05
C541231,2011-01-14 16:55:00,13455,United Kingdom,6,6,8,42.04
C506153,2010-04-27 17:11:00,17865,United Kingdom,5,5,16,42.019999999999996
C575064,2011-11-08 12:39:00,12472,Germany,6,6,14,42.01
C538082,2010-12-09 14:30:00,13777,United Kingdom,1,1,20,42.0
C553032,2011-05-12 19:44:00,13320,United Kingdom,3,3,18,42.0
C527460,2010-10-18 10:35:00,15574,United Kingdom,1,1,100,42.0
C524947,2010-10-01 12:35:00,12471,Germany,5,5,9,41.95
C578144,2011-11-23 11:06:00,16201,United Kingdom,4,4,19,41.95
C516762,2010-07-22 17:00:00,17113,United Kingdom,3,3,7,41.85
C503715,2010-04-06 14:55:00,15867,United Kingdom,3,3,9,41.85
C505562,2010-04-23 10:30:00,13813,Germany,4,4,5,41.849999999999994
C552858,2011-05-11 15:46:00,14180,United Kingdom,3,3,3,41.849999999999994
C540781,2011-01-11 11:22:00,16875,United Kingdom,6,6,14,41.849999999999994
C531874,2010-11-10 11:42:00,15906,United Kingdom,3,3,3,41.849999999999994
C559461,2011-07-08 13:04:00,14680,United Kingdom,10,10,22,41.77
C516771,2010-07-22 18:30:00,,United Kingdom,1,1,6,41.7
C545307,2011-03-01 13:05:00,17027,United Kingdom,2,2,6,41.7
C514094,2010-06-30 12:14:00,14648,United Kingdom,5,5,24,41.7
C577547,2011-11-20 14:48:00,17841,United Kingdom,11,11,22,41.66
C525044,2010-10-03 13:21:00,17612,United Kingdom,4,4,7,41.65
C501584,2010-03-18 10:29:00,17477,United Kingdom,1,1,7,41.65
C494488,2010-01-14 17:13:00,16875,United Kingdom,2,2,2,41.64
C580773,2011-12-06 11:05:00,16523,United Kingdom,1,1,20,41.6
C564998,2011-08-31 16:14:00,17581,United Kingdom,1,1,20,41.6
C559294,2011-07-07 12:29:00,17861,United Kingdom,1,1,20,41.6
C507579,2010-05-10 12:40:00,13407,United Kingdom,3,3,9,41.550000000000004
C517368,2010-07-28 17:01:00,13089,United Kingdom,3,3,9,41.55
C525529,2010-10-05 19:01:00,13198,United Kingdom,4,4,6,41.5
C489911,2009-12-03 10:26:00,12705,Germany,3,3,10,41.5
C574137,2011-11-03 11:21:00,14505,United Kingdom,1,1,10,41.5
C574850,2011-11-07 12:03:00,14702,United Kingdom,1,1,10,41.5
C543791,2011-02-11 17:13:00,15270,United Kingdom,4,4,18,41.4
C504672,2010-04-15 15:20:00,15722,United Kingdom,4,4,4,41.4
C526956,2010-10-14 11:01:00,15339,United Kingdom,3,3,4,41.4
C565050,2011-08-31 17:10:00,12381,Norway,4,4,25,41.35
C555532,2011-06-05 12:01:00,15722,United Kingdom,3,3,5,41.35
C558082,2011-06-26 11:43:00,16239,United Kingdom,2,2,10,41.300000000000004
C551683,2011-05-03 12:47:00,13209,United Kingdom,1,1,14,41.3
C522732,2010-09-16 12:44:00,17612,United Kingdom,4,4,10,41.3
C567712,2011-09-22 10:08:00,13282,United Kingdom,1,1,11,41.25
C528392,2010-10-21 18:41:00,12589,France,2,2,5,41.25
C517469,2010-07-29 11:53:00,14680,United Kingdom,12,12,26,41.239999999999995
C536023,2010-11-29 16:06:00,15555,United Kingdom,9,9,129,41.150000000000006
