stock_code,gross_sales,units_sold,sales_invoices,known_customers,cancellation_value,cancellation_units,cancellation_invoices,description,estimated_net_revenue,cancellation_rate_pct,net_revenue_share_pct,abc_class
23340,4034.08,2500,151,112,0.0,0.0,0.0,VINTAGE CHRISTMAS CAKE FRILL,4034.08,0.0,0.02135711566342505,B
22127,4153.11,3468,155,128,122.31,98.0,5.0,PARTY CONES CARNIVAL ASSORTED,4030.7999999999997,2.945021923329746,0.02133975077740989,B
22053,4020.89,4551,87,61,2.5,2.0,2.0,EMPIRE DESIGN ROSETTE,4018.39,0.062175289550323434,0.021274050095870828,B
21717,4039.63,1554,176,122,22.95,9.0,2.0,EASTER TIN BUCKET,4016.6800000000003,0.5681213378452976,0.02126499706078366,B
22639,4021.12,1651,275,192,15.3,6.0,1.0,SET OF 4 NAPKIN CHARMS HEARTS,4005.8199999999997,0.38049100748050296,0.021207502346721266,B
20981,4069.16,4718,513,290,67.14999999999999,79.0,7.0,12 PENCILS TALL TUBE WOODLAND,4002.0099999999998,1.6502177353557,0.02118733154924634,B
23129,3999.5,950,172,138,4.15,1.0,1.0,HEART SHAPED HOLLY WREATH,3995.35,0.10376297037129642,0.021152072359959462,B
23194,4077.37,1835,214,142,83.25,37.0,8.0,GYMKHANA TREASURE BOOK BOX,3994.12,2.041757309245911,0.021145560527703777,B
23081,4038.25,483,139,80,49.5,6.0,3.0,GREEN METAL BOX ARMY SUPPLIES,3988.75,1.2257784931591655,0.021117130821026522,B
22284,4017.7400000000002,2465,300,157,42.900000000000006,26.0,4.0,HEN HOUSE DECORATION,3974.84,1.0677644645995013,0.021043488880639064,B
22612,3984.99,1001,109,83,15.0,4.0,1.0,TEA COSY VINTAGE UNION JACK,3969.99,0.3764124878606973,0.021017812143695913,B
85206A,3982.91,2327,318,234,16.5,10.0,4.0,CREAM FELT EASTER EGG BASKET,3966.41,0.4142699684401606,0.020998859005911075,B
22245,3988.85,4633,413,166,26.35,31.0,7.0,"HOOK, 1 HANGER ,MAGIC GARDEN",3962.5,0.660591398523384,0.02097815879117959,B
21901,4061.51,6158,688,315,99.45,153.0,5.0,"KEY FOB , BACK DOOR",3962.0600000000004,2.44859670418145,0.02097582935525073,B
21349,4010.73,553,171,113,54.0,8.0,2.0,IVY HEART WREATH,3956.73,1.34638831334944,0.020947611415476096,B
23130,3988.98,962,184,139,37.35,9.0,2.0,MISTLETOE HEART WREATH GREEN,3951.63,0.9363295880149813,0.020920611135391547,B
22445,3948.8600000000006,1287,275,147,0.0,0.0,0.0,PENCIL CASE LIFE IS BEAUTIFUL,3948.8600000000006,0.0,0.020905946277384846,B
23486,4145.47,275,74,64,199.65,13.0,6.0,ANTIQUE HEART SHELF UNIT,3945.82,4.816100466292121,0.020889851992785428,B
22359,4052.18,1278,202,117,115.05000000000001,39.0,14.0,GLASS JAR KINGS CHOICE,3937.1299999999997,2.8392124732859845,0.020843845633190385,B
23557,3930.27,350,32,25,0.0,0.0,0.0,LANDMARK FRAME BAKER STREET,3930.27,0.0,0.020807527609390388,B
22731,3965.62,2958,266,165,42.5,34.0,2.0,3D CHRISTMAS STAMPS STICKERS,3923.12,1.0717113591317373,0.020769674275546365,B
20967,3997.34,1055,296,187,75.0,20.0,3.0,GREY FLORAL FELTCRAFT SHOULDER BAG,3922.34,1.8762477047236412,0.0207655448209452,B
22454,3933.6300000000006,1405,179,115,41.300000000000004,14.0,2.0,MEASURING TAPE BABUSHKA RED,3892.3300000000004,1.049920811057471,0.020606666702251624,B
22057,4011.73,3060,260,113,122.17999999999999,82.0,11.0,CERAMIC PLATE STRAWBERRY DESIGN,3889.55,3.0455688692908045,0.020591948902519263,B
22790,3884.000000000001,200,1,1,0.0,0.0,0.0,"MIRROR, ARCHED GEORGIAN",3884.000000000001,0.0,0.0205625662447802,B
23552,3881.91,1863,116,93,0.0,0.0,0.0,BICYCLE PUNCTURE REPAIR KIT,3881.91,0.0,0.020551501424118098,B
22788,3942.62,476,84,51,66.75,7.0,5.0,BROCANTE COAT RACK,3875.87,1.6930366101729308,0.02051952462182189,B
22314,3888.4800000000005,1110,249,101,15.8,4.0,2.0,OFFICE MUG WARMER CHOC+BLUE,3872.6800000000003,0.4063284368184998,0.020502636211337636,B
23049,3896.84,456,186,103,24.75,3.0,2.0,RECYCLED ACAPULCO MAT RED,3872.09,0.6351300027714764,0.020499512649523932,B
46000M,3901.3500000000004,2517,353,205,32.55,21.0,2.0,POLYESTER FILLER PAD 45X45CM,3868.8,0.8343265792610249,0.02048209482178312,B
23110,4147.18,700,255,157,293.25,51.0,28.0,PARISIENNE KEY CABINET,3853.9300000000003,7.071069980082852,0.020403370475732686,B
21987,3988.06,6417,385,209,138.04999999999998,301.0,4.0,PACK OF 6 SKULL PAPER CUPS,3850.0099999999998,3.4615828247318245,0.020382617319275542,B
22478,3848.41,2772,317,176,2.5,2.0,2.0,BIRDHOUSE GARDEN MARKER,3845.91,0.06496189335335892,0.020360911211756594,B
22272,3848.34,1371,300,207,2.95,1.0,1.0,FELTCRAFT DOLL MARIA,3845.3900000000003,0.07665642848604853,0.020358158242022487,B
21447,3842.63,2776,336,149,1.25,1.0,1.0,12 IVORY ROSE PEG PLACE SETTINGS,3841.38,0.03252980380624729,0.020336928610034437,B
22341,5698.889999999999,3467,240,128,1858.1999999999998,1196.0,9.0,LOVE GARLAND PAINTED ZINC,3840.6899999999996,32.60634965756489,0.020333275630964175,B
22959,3981.96,9738,284,251,147.0,350.0,5.0,WRAP CHRISTMAS VILLAGE,3834.96,3.69164933851671,0.0203029400221633,B
22118,3842.07,799,271,195,9.9,2.0,2.0,JOY WOODEN BLOCK LETTERS,3832.17,0.25767359782617183,0.020288169280705287,B
22475,3856.8,769,256,115,29.700000000000003,6.0,1.0,SKULL DESIGN TV DINNER TRAY,3827.1000000000004,0.7700684505289359,0.020261327825797707,B
23253,3848.86,258,70,44,31.9,2.0,2.0,16 PIECE CUTLERY SET PANTRY DESIGN,3816.96,0.8288168444682321,0.02020764491598255,B
21192,3885.64,2167,216,96,69.6,48.0,1.0,WHITE BELL HONEYCOMB PAPER,3816.04,1.7912107143224796,0.0202027742772222,B
23131,3835.98,942,115,91,24.9,6.0,2.0,MISTLETOE HEART WREATH CREAM,3811.08,0.6491170444058624,0.020176515181296834,B
85114B,3804.81,2073,242,99,3.3,2.0,1.0,IVORY ENCHANTED FOREST PLACEMAT,3801.5099999999998,0.0867323204049611,0.02012584994984407,B
22797,4205.5599999999995,242,140,98,411.75,25.0,15.0,CHEST OF DRAWERS GINGHAM HEART,3793.8099999999995,9.790610525114374,0.020085084821088967,B
21067,3830.67,4763,266,130,39.760000000000005,36.0,5.0,VINTAGE RED TEATIME MUG,3790.91,1.0379385329459339,0.02006973172064874,B
22458,3790.47,1523,173,121,0.0,0.0,0.0,CAST IRON HOOK GARDEN FORK,3790.47,0.0,0.020067402284719874,B
21812,3917.4900000000002,805,205,103,128.70000000000002,26.0,4.0,GARLAND WITH HEARTS AND BELLS,3788.7900000000004,3.2852668417787925,0.020058508074809675,B
22777,3838.82,455,100,67,50.15,6.0,5.0,GLASS CLOCHE LARGE,3788.67,1.306391026409157,0.0200578727741018,B
21100,3795.0,2540,269,119,6.6,4.0,4.0,CHARLIE AND LOLA CHARLOTTE BAG,3788.4,0.17391304347826086,0.020056443347509088,B
22980,3910.01,2363,291,198,124.04999999999998,81.0,6.0,PANTRY SCRUBBING BRUSH,3785.96,3.1726261569663494,0.02004352556644903,B
23032,3853.68,2328,199,117,75.9,46.0,11.0,DRAWER KNOB CRACKLE GLAZE IVORY,3777.7799999999997,1.9695459924020677,0.02000021923486244,B
21055,3839.0899999999997,386,222,122,62.650000000000006,7.0,2.0,TOOL BOX SOFT TOY,3776.4399999999996,1.631897142291533,0.019993125043624542,B
21034,3801.9,4002,1902,800,26.599999999999998,28.0,9.0,REX CASH+CARRY JUMBO SHOPPER,3775.3,0.6996501749125437,0.019987089686899762,B
22125,4089.09,653,183,117,314.85,63.0,3.0,UNION JACK HOT WATER BOTTLE,3774.2400000000002,7.699757158683227,0.01998147786398023,B
22830,3760.71,181,18,14,0.0,0.0,0.0,UTILTY CABINET WITH HOOKS,3760.71,0.0,0.019909847709167698,B
22965,3834.0400000000004,1842,260,187,79.80000000000001,38.0,5.0,3 TRADITIONAL BISCUIT CUTTERS SET,3754.2400000000002,2.0813554370846417,0.019875594412668285,B
23542,3800.16,506,89,55,48.7,6.0,3.0,WALL ART 70'S ALPHABET,3751.46,1.2815249884215403,0.01986087661293592,B
22843,3858.51,595,177,135,107.2,16.0,14.0,BISCUIT TIN VINTAGE GREEN,3751.3100000000004,2.778274515292172,0.019860082487051085,B
23299,3772.88,1012,146,110,30.0,8.0,2.0,FOOD COVER WITH BEADS SET 2,3742.88,0.7951485337461037,0.019815452612323096,B
84016,3791.67,1004,62,43,50.3,60.0,5.0,FLAG OF ST GEORGE CAR FLAG,3741.37,1.32659224035847,0.01980745841174904,B
85040B,3837.2999999999997,2458,255,132,97.64999999999999,65.0,8.0,SET/4 BLUE FLOWER CANDLES IN BOWL,3739.6499999999996,2.5447580329919472,0.019798352434936214,B
22292,3773.74,2779,222,145,34.8,24.0,1.0,HANGING CHICK YELLOW DECORATION,3738.9399999999996,0.9221620991377254,0.01979459357241464,B
85040A,3809.64,2116,434,193,72.6,44.0,17.0,S/4 PINK FLOWER CANDLES IN BOWL,3737.04,1.9056918763977697,0.019784534644540008,B
84356,3771.04,750,133,58,41.7,6.0,2.0,POMPOM CURTAIN,3729.34,1.1057957486528915,0.01974376951578491,B
21329,3760.66,2082,555,253,33.0,20.0,2.0,DINOSAURS WRITING SET,3727.66,0.877505544239575,0.019734875305874703,B
21795,3734.9400000000005,441,80,64,12.75,1.0,1.0,SET OF 3 BLUE STRIPE BASKET,3722.1900000000005,0.34137094571800347,0.01970591618194089,B
21846,3803.4,1601,264,51,81.85000000000001,27.0,3.0,PINK DIAMANTE PEN IN GIFT BOX,3721.55,2.1520218751643267,0.019702527911498905,B
71038,3789.25,717,144,85,70.85,13.0,8.0,WHITE HANGING BEADS CANDLE HOLDER,3718.4,1.8697631457412416,0.019685851267917272,B
22544,3756.52,9382,341,196,38.22,91.0,2.0,MINI JIGSAW SPACEBOY,3718.3,1.0174310265884383,0.019685321850660714,B
85049C,3748.75,2982,501,303,31.25,25.0,3.0,ROMANTIC PINKS RIBBONS,3717.5,0.8336112037345782,0.019681086512608234,B
22579,3797.2799999999997,7152,553,347,81.6,96.0,1.0,WOODEN TREE CHRISTMAS SCANDINAVIAN,3715.68,2.148906585766654,0.019671451118538845,B
22782,3712.2999999999997,254,84,75,0.0,0.0,0.0,SET 3 WICKER STORAGE BASKETS,3712.2999999999997,0.0,0.019653556815267127,B
22162,3737.9,1218,260,92,35.400000000000006,12.0,3.0,HEART GARLAND RUSTIC PADDED,3702.5,0.9470558334893926,0.019601673924124274,B
35924,4049.4,2164,188,65,347.68,205.0,11.0,HANGING FAIRY CAKE DECORATION,3701.7200000000003,8.585963352595446,0.01959754446952311,B
23127,3759.0,736,194,146,64.35,13.0,3.0,FELTCRAFT GIRL NICOLE KIT,3694.65,1.7118914604948121,0.019560114669484333,B
21627,3766.35,195,115,31,78.7,6.0,2.0,ELEPHANT CARNIVAL POUFFE,3687.65,2.0895562016275706,0.019523055461525152,B
21648,3956.48,2940,231,96,274.4,256.0,8.0,ASSORTED TUTTI FRUTTI SMALL PURSE,3682.08,6.935457780653509,0.019493566920334774,B
23092,3757.78,523,135,96,77.75,10.0,9.0,LARGE ANTIQUE WHITE PHOTO FRAME,3680.03,2.0690407634294714,0.019482713866575303,B
72802A,3864.87,923,186,112,185.09,45.0,10.0,ROSE SCENT CANDLE IN JEWELLED BOX,3679.7799999999997,4.789035594987672,0.0194813903234339,B
84558A,3753.28,1280,218,116,73.75,25.0,1.0,3D DOG PICTURE PLAYING CARDS,3679.53,1.9649479921561939,0.019480066780292505,B
23182,3688.21,3741,433,140,11.62,14.0,6.0,TOILET SIGN OCCUPIED OR VACANT,3676.59,0.3150579820563363,0.01946450191294965,B
20692,3682.76,908,139,75,8.5,2.0,2.0,FLORAL ELEPHANT SOFT TOY,3674.26,0.23080515700181384,0.019452166490871805,B
22494,3730.92,2765,468,200,63.75,51.0,13.0,EMERGENCY FIRST AID TIN,3667.17,1.708693834228555,0.01941463080738172,B
21813,3761.4100000000003,815,184,76,103.95,21.0,4.0,GARLAND WITH STARS AND BELLS,3657.4600000000005,2.763591312832156,0.01936322439176977,B
22823,3655.0,32,18,17,0.0,0.0,0.0,CHEST NATURAL WOOD 20 DRAWERS,3655.0,0.0,0.019350200727258397,B
23013,3674.1600000000003,924,223,135,23.7,6.0,3.0,GLASS APOTHECARY BOTTLE TONIC,3650.4600000000005,0.6450453981318178,0.019326165183810588,B
21845,3758.4100000000003,2521,158,104,111.04,64.0,11.0,DAIRY MAID STRIPE MUG,3647.3700000000003,2.9544408406746467,0.019309806190582892,B
21246,3685.63,749,209,99,39.6,8.0,4.0,RED RETROSPOT BIG BOWL,3646.03,1.074443175250907,0.01930271199934499,B
22591,3854.15,1347,208,148,214.70000000000002,82.0,13.0,CARDHOLDER GINGHAM CHRISTMAS TREE,3639.4500000000003,5.570618683756471,0.01926787634386336,B
23497,3656.02,2558,195,150,17.4,12.0,1.0,CLASSIC CHROME BICYCLE BELL,3638.62,0.4759273745767255,0.019263482180633913,B
21486,3638.67,1116,294,127,3.75,1.0,1.0,PINK HEART DOTS HOT WATER BOTTLE,3634.92,0.10305963442686476,0.019243893742141204,B
20785,3672.35,102,36,14,39.95,1.0,1.0,FUSCHIA RETRO BAR STOOL,3632.4,1.0878592726728118,0.019230552427275897,B
23191,3628.89,2201,281,182,4.949999999999999,3.0,2.0,BUNDLE OF 3 RETRO NOTE BOOKS,3623.94,0.1364053470896059,0.019185763727370946,B
84968F,3622.75,300,133,52,0.0,0.0,0.0,SET OF 16 VINTAGE SKY BLUE CUTLERY,3622.75,0.0,0.019179463662017886,B
23091,3656.32,580,209,160,43.75,7.0,4.0,ZINC HERB GARDEN CONTAINER,3612.57,1.1965582881148258,0.019125568985300104,B
21351,3702.75,1099,177,113,91.95,25.0,5.0,CINAMMON & ORANGE WREATH,3610.8,2.483289447032611,0.019116198299858996,B
23294,3607.81,4392,354,214,10.79,13.0,4.0,SET OF 6 SNACK LOAF BAKING CASES,3597.02,0.2990733990980678,0.019043244601905065,B
22778,3844.46,972,194,107,250.77,71.0,20.0,GLASS CLOCHE SMALL,3593.69,6.522892681937126,0.019025615007261625,B
21743,3767.0800000000004,1288,182,117,174.05,59.0,5.0,STAR PORTABLE TABLE LIGHT,3593.03,4.620289454962464,0.01902212085336833,B
85232D,3646.83,702,224,120,64.35,13.0,7.0,SET/3 DECOUPAGE STACKING TINS,3582.48,1.7645461949144872,0.018966267332801278,B
22589,3626.78,1317,238,170,45.9,18.0,1.0,CARDHOLDER GINGHAM STAR,3580.88,1.2655854504546733,0.018957796656696325,B
72802B,4258.97,1559,212,119,679.24,458.0,9.0,OCEAN SCENT CANDLE IN JEWELLED BOX,3579.7300000000005,15.948457021298577,0.01895170835824589,B
21509,3587.2200000000003,8696,628,264,10.08,24.0,2.0,COWBOYS AND INDIANS BIRTHDAY CARD,3577.1400000000003,0.2809975412715139,0.018937996451300988,B
22962,3640.93,4366,354,183,72.11999999999999,85.0,21.0,JAM JAR WITH PINK LID,3568.81,1.9808125945843504,0.01889389599382956,B
22398,3687.48,4239,430,273,120.0,96.0,5.0,MAGNETS PACK OF 4 SWALLOWS,3567.48,3.2542549383318686,0.018886854744317318,B
21866,3591.5,2168,453,190,31.25,25.0,3.0,UNION JACK FLAG LUGGAGE TAG,3560.25,0.8701099819017124,0.018848577876668045,B
84797A,3560.09,499,61,21,0.0,0.0,0.0,PINK HAWAIIAN PICNIC HAMPER FOR 4,3560.09,0.0,0.018847730809057554,B
22774,3591.06,2791,184,75,34.81,28.0,4.0,RED DRAWER KNOB ACRYLIC EDWARDIAN,3556.25,0.9693516677526971,0.01882740118640566,B
23111,3839.2400000000002,312,138,80,283.2,24.0,16.0,PARISIENNE SEWING BOX,3556.0400000000004,7.376459924360029,0.018826289410166886,B
22704,3564.76,8678,295,207,21.0,50.0,2.0,WRAP RED APPLES,3543.76,0.5890999674592399,0.018761276971061346,B
22603,3552.0899999999997,4143,388,236,11.049999999999999,13.0,2.0,CHRISTMAS RETROSPOT TREE WOOD,3541.0399999999995,0.31108446013473756,0.01874687682168292,B
23332,3542.71,2059,287,207,3.3,2.0,1.0,IVORY WICKER HEART LARGE,3539.41,0.09314902997987416,0.018738247320400997,B
22536,3586.2400000000002,9091,365,243,47.82,131.0,2.0,MAGIC DRAWING SLATE PURDEY,3538.42,1.3334299991077003,0.01873300608956106,B
20784,3570.87,101,37,6,39.95,1.0,1.0,RED RETRO BAR STOOL,3530.92,1.1187749764063102,0.018693299795319078,B
20886,3540.22,1777,308,163,11.7,6.0,1.0,BOX OF 9 PEBBLE CANDLES,3528.52,0.3304879357780025,0.018680593781161645,B
22334,3552.3599999999997,2230,264,180,31.35,19.0,3.0,DINOSAUR PARTY BAG + STICKER SET,3521.0099999999998,0.8825119075769349,0.018640834545194006,B
21054,3538.0,382,182,119,17.9,2.0,1.0,NURSE'S BAG SOFT TOY,3520.1,0.5059355568117581,0.018636016848159312,B
22176,3542.7300000000005,1184,258,125,26.550000000000004,9.0,4.0,BLUE OWL SOFT TOY,3516.1800000000003,0.7494220558721664,0.018615263691702175,B
21179,3517.9,4284,505,231,4.68,12.0,1.0,NO JUNK MAIL METAL SIGN,3513.2200000000003,0.13303391227721084,0.018599592940908006,B
22531,3507.76,8136,406,251,0.0,0.0,0.0,MAGIC DRAWING SLATE CIRCUS PARADE,3507.76,0.0,0.018570686758699842,B
23189,3507.5099999999998,1249,141,89,2.89,1.0,1.0,SET OF 12 FORK CANDLES,3504.62,0.08239463322984113,0.018554063056843866,B
22765,3508.3,311,53,36,14.95,1.0,1.0,NEWSPAPER STAND,3493.3500000000004,0.42613231479634,0.018494397732029585,B
22076,3490.19,2353,375,197,0.0,0.0,0.0,6 RIBBONS EMPIRE,3490.19,0.0,0.018477668146722297,B
23353,3510.05,4007,327,227,19.92,24.0,2.0,6 GIFT TAGS VINTAGE CHRISTMAS,3490.13,0.5675132832865629,0.01847735049636836,B
21466,3479.79,927,275,147,0.0,0.0,0.0,RED FLOWER CROCHET FOOD COVER,3479.79,0.0,0.018422608752040083,B
21794,3552.09,713,178,123,79.35,13.0,5.0,CLASSIC FRENCH STYLE BASKET NATURAL,3472.7400000000002,2.2338961006055587,0.018385284835452622,B
21784,3538.2799999999997,290,178,78,69.64999999999999,7.0,5.0,SHOE SHINE BOX,3468.6299999999997,1.9684705563154978,0.018363525786208017,B
22166,3528.75,440,159,31,63.6,8.0,6.0,WALL MIRROR RECTANGLE DIAMANTE PINK,3465.15,1.8023379383634432,0.018345102065679738,B
22902,3506.56,1716,199,102,50.400000000000006,24.0,2.0,TOTE BAG I LOVE LONDON,3456.16,1.4373060777514146,0.018297507454315014,B
23085,3583.23,376,78,64,128.75,13.0,5.0,ANTIQUE SILVER BAUBLE LAMP,3454.48,3.5931268715655986,0.018288613244404815,B
20786,3533.9,99,31,9,79.9,2.0,2.0,BLACK RETRO BAR STOOL,3454.0,2.260958148221512,0.01828607204157333,B
21507,3455.41,8223,584,267,10.08,24.0,2.0,"ELEPHANT, BIRTHDAY CARD,",3445.33,0.29171646779976906,0.0182401715654296,B
47505,3527.42,737,178,129,87.05000000000001,19.0,6.0,MINATURE COLOURED GARDENING SET,3440.37,2.4678093337340044,0.018213912469504236,B
22939,3502.54,700,181,109,69.30000000000001,14.0,2.0,APRON APPLE DELIGHT,3433.24,1.9785641277472923,0.018176165019111522,B
23388,3432.09,821,154,115,0.0,0.0,0.0,WOODLAND MINI BACKPACK,3432.09,0.0,0.01817007672066109,B
23426,3444.43,1275,206,126,17.34,6.0,1.0,METAL SIGN DROP YOUR PANTS,3427.0899999999997,0.5034214659609862,0.0181436058578331,B
23536,3442.13,626,85,68,23.8,4.0,1.0,WALL ART VILLAGE SHOW,3418.33,0.6914323398593313,0.018097228906158468,B
22172,3451.82,378,185,124,34.0,4.0,4.0,METAL SHELF WITH RAIL,3417.82,0.9849876297141797,0.018094528878150017,B
23232,3436.92,8526,238,188,21.42,51.0,3.0,WRAP VINTAGE LEAF DESIGN,3415.5,0.6232324290352991,0.018082246397797826,B
23350,3445.08,2712,305,205,30.0,24.0,2.0,ROLL WRAP VINTAGE SPOT,3415.08,0.8708070639869031,0.018080022845320277,B
23065,3427.44,273,99,81,12.5,1.0,1.0,LARGE DECO JEWELLERY STAND,3414.94,0.36470368554956467,0.018079281661161094,B
21469,3482.01,1165,210,130,67.5,50.0,3.0,POLKA DOT RAFFIA FOOD COVER,3414.51,1.9385355010468093,0.01807700516695789,B
84510A,3439.84,2477,532,200,26.25,21.0,3.0,SET OF 4 ENGLISH ROSE COASTERS,3413.59,0.7631168891576352,0.018072134528197538,B
21191,3408.61,1479,201,96,0.0,0.0,0.0,LARGE WHITE HONEYCOMB PAPER BELL,3408.61,0.0,0.018045769548820863,B
22320,3545.02,598,180,130,136.85,23.0,10.0,BIRDS MOBILE VINTAGE DESIGN,3408.17,3.86034493458429,0.018043440112892,B
21364,3407.7200000000003,468,167,118,13.5,2.0,2.0,PEACE SMALL WOOD LETTERS,3394.2200000000003,0.3961593088634042,0.01796958640560192,B
22309,3459.08,1331,266,117,66.3,26.0,2.0,TEA COSY RED STRIPE,3392.7799999999997,1.916694612440302,0.017961962797107454,B
22459,3389.74,1378,172,124,0.0,0.0,0.0,CAST IRON HOOK GARDEN TROWEL,3389.74,0.0,0.01794586851250804,B
84352,3505.58,206,126,90,118.65,7.0,6.0,SILVER CHRISTMAS TREE BAUBLE STAND,3386.93,3.3846039742353624,0.01793099188759871,B
23014,3419.5800000000004,856,209,122,35.55,9.0,3.0,GLASS APOTHECARY BOTTLE ELIXIR,3384.03,1.0396013545523133,0.01791563878715848,B
21039,3423.65,1313,228,141,40.8,16.0,4.0,RED SPOTTY SHOPPING BAG,3382.85,1.1917106012588903,0.01790939166353107,B
21679,4034.5099999999998,4871,370,181,652.6800000000001,900.0,5.0,SKULLS STICKERS,3381.83,16.17742922932401,0.017903991607514165,B
22440,3399.41,8523,292,187,18.48,44.0,4.0,BALLOON WATER BOMB PACK OF 35,3380.93,0.5436237464736527,0.017899226852205127,B
37340,3881.33,13665,204,79,501.22000000000014,4996.0,4.0,MULTICOLOUR SPRING FLOWER MUG,3380.1099999999997,12.913614663015002,0.017894885630701334,B
23354,3429.4,3740,322,235,49.8,60.0,3.0,6 GIFT TAGS 50'S CHRISTMAS,3379.6,1.4521490639762056,0.017892185602692883,B
21327,3378.5099999999998,1926,495,212,0.0,0.0,0.0,SKULLS WRITING SET,3378.5099999999998,0.0,0.017886414954596377,B
23156,3423.29,1665,205,117,49.92,24.0,2.0,SET OF 5 MINI GROCERY MAGNETS,3373.37,1.4582463069152773,0.01785920290760921,B
21902,3408.03,5359,474,250,37.05,57.0,4.0,"KEY FOB , FRONT DOOR",3370.98,1.0871383174443885,0.017846549835177434,B
22764,3462.49,183,25,23,93.8,4.0,3.0,"RUSTIC WOODEN CABINET, GLASS DOORS",3368.6899999999996,2.709033094680418,0.01783442618000221,B
22862,3373.22,758,221,143,17.0,4.0,2.0,LOVE HEART NAPKIN BOX,3356.22,0.5039695009516131,0.017768407848109215,B
22477,3356.74,2414,276,155,1.25,1.0,1.0,WATERING CAN GARDEN MARKER,3355.49,0.03723851117453243,0.017764543102136328,B
22822,3367.35,581,183,139,11.9,2.0,2.0,CREAM WALL PLANTER HEART SHAPED,3355.45,0.3533936181270138,0.017764331335233707,B
22223,3359.66,726,175,89,4.95,1.0,1.0,CAKE PLATE LOVEBIRD PINK,3354.71,0.14733633760559106,0.017760413647535164,B
18097C,3924.92,1763,211,110,571.8000000000001,292.0,2.0,WHITE TALL PORCELAIN T-LIGHT HOLDER,3353.12,14.568449802798531,0.017751995913155863,B
21211,3365.64,2405,237,139,17.4,12.0,1.0,SET OF 72 SKULL PAPER DOILIES,3348.24,0.5169893393232787,0.017726160351035747,B
21123,3393.06,2751,252,125,60.0,48.0,2.0,SET/10 IVORY POLKADOT PARTY CANDLES,3333.06,1.7683153259889304,0.01764579481148998,B
23210,3551.53,2849,192,115,219.76,200.0,4.0,WHITE ROCKING HORSE HAND PAINTED,3331.7700000000004,6.187755699656204,0.01763896532888036,B
22452,3358.1000000000004,1271,255,112,38.35000000000001,13.0,3.0,MEASURING TAPE BABUSHKA PINK,3319.7500000000005,1.1420148298144785,0.017575329374641884,B
22136,3322.22,1989,265,117,4.55,3.0,3.0,LOVE HEART SOCK HANGER,3317.6699999999996,0.13695661334890524,0.017564317495705434,B
21917,3324.22,8010,467,246,8.82,21.0,6.0,SET 12 KIDS WHITE CHALK STICKS,3315.3999999999996,0.26532539964262297,0.017552299723981528,B
44230,3381.62,347,53,25,77.91,10.0,4.0,SQUARE MIRROR CURTAIN,3303.71,2.3039253375601043,0.0174904108466897,B
37501,3401.15,481,177,106,104.25,15.0,8.0,TEA TIME TEA SET IN GIFT BOX,3296.9,3.06513973214942,0.017454357531517983,B
84813,3300.7599999999998,422,99,53,3.95,1.0,1.0,SET OF 4 DIAMOND NAPKIN RINGS,3296.81,0.11966940946933435,0.017453881055987077,B
22122,3290.0800000000004,1095,191,113,0.0,0.0,0.0,SET OF 2 FANCY FONT TEA TOWELS,3290.0800000000004,0.0,0.017418251274620607,B
37410,3288.65,25707,33,13,7.5,6.0,1.0,BLACK AND WHITE PAISLEY FLOWER MUG,3281.15,0.228057105499217,0.01737097431360982,B
84472,3402.32,87,30,23,125.9,3.0,3.0,PINK AND LILAC QUILTED THROW,3276.42,3.7004161866020833,0.017345932877374546,B
22428,3379.67,459,191,126,104.25,15.0,7.0,ENAMEL FIRE BUCKET CREAM,3275.42,3.084620687818633,0.01734063870480895,B
23308,3272.6099999999997,6139,382,209,0.0,0.0,0.0,SET OF 60 VINTAGE LEAF CAKE CASES,3272.6099999999997,0.0,0.017325762079899616,B
84828,3315.18,2503,353,146,45.0,36.0,2.0,JUNGLE POPSICLES ICE LOLLY HOLDERS,3270.18,1.3573923587859482,0.017312897240565218,B
22944,3577.9900000000002,4870,158,89,311.21000000000004,301.0,3.0,CHRISTMAS METAL POSTCARD WITH BELLS,3266.78,8.697900217720004,0.017294897053842188,B
22047,3351.0,8250,261,211,89.0,250.0,3.0,EMPIRE GIFT WRAP,3262.0,2.6559236048940615,0.01726959090897863,B
15058B,3327.67,438,156,65,69.15,9.0,5.0,PINK POLKADOT GARDEN PARASOL,3258.52,2.078030573945133,0.01725116718845035,B
22769,3656.86,174,45,32,400.15,17.0,8.0,CHALKBOARD KITCHEN ORGANISER,3256.71,10.942447892454181,0.01724158473610662,B
84975,3266.4,1990,212,115,15.21,9.0,4.0,HEART SHAPED MIRROR,3251.19,0.4656502571638501,0.017212360903544523,B
20702,3296.7,782,245,151,46.75,11.0,6.0,PINK PADDED MOBILE,3249.95,1.418084751418085,0.017205796129563182,B
23053,3254.32,364,164,105,8.25,1.0,1.0,RECYCLED ACAPULCO MAT PINK,3246.07,0.2535091816416333,0.017185254740008666,B
21467,3263.75,1025,254,145,18.75,5.0,5.0,CHERRY CROCHET FOOD COVER,3245.0,0.5744925315970892,0.017179589975363476,B
22183,3297.25,586,209,58,56.2,9.0,6.0,CAKE STAND VICTORIAN FILIGREE MED,3241.05,1.7044506785957998,0.017158677993729367,B
22419,3242.59,6847,509,191,4.14,10.0,4.0,LIPSTICK PEN RED,3238.4500000000003,0.12767571601713443,0.017144913145058817,B
