customer_id,first_order_date,second_order_date,days_to_second_purchase
13747,2010-10-11 09:15:00,2010-12-01 10:37:00,51
13748,2009-12-01 16:44:00,2010-10-18 09:10:00,320
13750,2010-04-01 14:49:00,2010-05-06 11:22:00,34
13752,2010-06-30 10:23:00,2011-04-07 12:04:00,281
13753,2009-12-03 10:20:00,2010-02-26 12:10:00,85
13754,2010-09-28 15:29:00,2011-01-26 14:58:00,119
13755,2011-10-07 15:45:00,2011-10-20 10:15:00,12
13756,2009-12-15 15:18:00,2010-01-20 16:00:00,36
13758,2009-12-01 10:06:00,2009-12-15 12:43:00,14
13759,2011-09-29 15:40:00,2011-11-06 14:47:00,37
13760,2010-04-25 13:10:00,2010-06-22 13:19:00,58
13761,2010-02-21 11:08:00,2010-05-14 09:36:00,81
13762,2010-01-10 12:13:00,2010-02-28 11:54:00,48
13763,2010-09-30 17:39:00,2010-10-18 13:25:00,17
13764,2010-03-07 12:56:00,2010-03-07 13:08:00,0
13767,2009-12-01 10:52:00,2009-12-07 16:17:00,6
13768,2009-12-09 10:25:00,2009-12-13 10:41:00,4
13769,2009-12-16 11:59:00,2010-02-19 10:41:00,64
13770,2009-12-09 14:44:00,2010-03-04 10:41:00,84
13771,2010-02-25 12:37:00,2010-05-27 12:15:00,90
13772,2010-02-23 13:55:00,2010-05-06 11:49:00,71
13773,2010-02-18 10:27:00,2010-11-08 11:49:00,263
13777,2009-12-02 09:47:00,2009-12-02 09:49:00,0
13778,2010-05-23 13:34:00,2010-06-24 12:13:00,31
13780,2010-10-28 19:51:00,2011-06-22 11:43:00,236
13781,2009-12-18 15:46:00,2010-04-26 14:30:00,128
13782,2009-12-06 12:52:00,2010-01-17 13:29:00,42
13783,2010-02-04 13:47:00,2010-03-10 11:21:00,33
13784,2010-09-15 12:27:00,2010-09-26 11:50:00,10
13785,2010-09-05 16:01:00,2010-09-06 10:37:00,0
13786,2009-12-03 15:32:00,2010-03-15 16:36:00,102
13787,2010-01-14 10:13:00,2010-02-22 11:42:00,39
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,40
13792,2010-10-13 11:05:00,2011-02-25 14:03:00,135
13795,2010-03-12 12:44:00,2010-07-21 11:39:00,130
13797,2010-03-02 12:17:00,2010-05-20 12:53:00,79
13798,2009-12-08 16:21:00,2009-12-15 15:16:00,6
13799,2010-03-05 16:39:00,2010-04-11 12:05:00,36
13800,2009-12-03 10:03:00,2010-10-05 14:19:00,306
13802,2010-02-16 10:11:00,2010-03-14 12:01:00,26
13803,2010-03-31 10:00:00,2010-10-04 10:52:00,187
13804,2010-09-29 10:26:00,2010-09-30 16:20:00,1
13805,2011-08-02 15:29:00,2011-10-18 14:50:00,76
13807,2009-12-04 12:41:00,2010-05-14 14:53:00,161
13808,2011-09-04 12:07:00,2011-09-07 12:10:00,3
13809,2010-09-05 11:42:00,2010-11-10 09:35:00,65
13810,2011-10-14 12:57:00,2011-11-11 08:33:00,27
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,55
13812,2011-08-26 12:54:00,2011-10-06 14:37:00,41
13813,2009-12-06 10:16:00,2010-02-10 13:04:00,66
13814,2010-06-30 14:12:00,2011-07-25 13:54:00,389
13815,2010-02-12 10:26:00,2010-06-07 09:37:00,114
13816,2011-10-06 14:37:00,2011-11-16 08:38:00,40
13817,2010-12-23 11:46:00,2011-11-10 17:49:00,322
13819,2009-12-01 16:18:00,2009-12-11 14:33:00,9
13820,2010-01-28 12:26:00,2010-03-03 11:57:00,33
13821,2010-01-04 13:36:00,2010-01-07 12:37:00,2
13822,2011-10-30 15:55:00,2011-12-04 12:13:00,34
13823,2009-12-15 14:34:00,2010-02-05 09:49:00,51
13824,2010-03-12 15:17:00,2010-04-29 12:30:00,47
13825,2009-12-09 14:30:00,2010-03-28 11:02:00,108
13827,2011-07-19 15:38:00,2011-07-29 11:45:00,9
13831,2009-12-10 14:50:00,2009-12-16 12:41:00,5
13832,2010-10-13 14:41:00,2011-11-20 15:36:00,403
13833,2010-10-31 14:11:00,2011-07-03 13:27:00,244
13834,2010-02-08 12:52:00,2010-05-12 10:27:00,92
13835,2010-03-04 08:26:00,2010-03-24 12:32:00,20
13836,2010-10-21 13:27:00,2010-11-05 13:31:00,15
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,105
13838,2010-05-09 11:40:00,2010-10-03 12:07:00,147
13842,2010-02-16 15:54:00,2010-02-16 15:55:00,0
13846,2010-11-05 09:47:00,2010-12-14 16:07:00,39
13848,2009-12-09 16:17:00,2010-03-21 12:01:00,101
13849,2010-03-25 12:03:00,2010-10-01 14:57:00,190
13851,2010-01-29 11:54:00,2010-09-24 09:41:00,237
13854,2010-01-08 11:28:00,2010-02-02 12:03:00,25
13855,2009-12-08 16:56:00,2009-12-18 14:54:00,9
13856,2010-03-30 15:40:00,2010-04-20 11:57:00,20
13857,2010-05-17 14:21:00,2010-08-08 12:16:00,82
13859,2010-06-28 15:36:00,2011-01-17 16:14:00,203
13860,2011-09-14 09:27:00,2011-10-18 14:34:00,34
13861,2010-06-27 11:37:00,2010-10-06 14:20:00,101
13862,2010-11-15 13:43:00,2011-01-11 15:13:00,57
13863,2010-04-25 13:09:00,2010-06-15 13:12:00,51
13865,2011-02-23 12:04:00,2011-06-06 08:04:00,102
13867,2011-05-05 17:28:00,2011-09-26 12:23:00,143
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,31
13869,2010-01-17 14:53:00,2010-03-23 14:22:00,64
13870,2010-02-08 12:08:00,2010-05-06 16:50:00,87
13871,2009-12-20 13:09:00,2010-03-28 10:51:00,97
13872,2009-12-14 09:56:00,2010-03-23 13:34:00,99
13873,2010-03-03 12:31:00,2010-05-14 12:17:00,71
13874,2010-02-04 18:39:00,2010-03-09 12:25:00,32
13875,2009-12-17 10:30:00,2010-02-04 10:37:00,49
13877,2010-01-19 10:53:00,2010-08-26 17:19:00,219
13878,2010-04-14 13:50:00,2010-05-13 12:07:00,28
13880,2010-05-26 14:29:00,2010-08-10 15:31:00,76
13881,2010-03-04 14:41:00,2010-03-19 10:44:00,14
13882,2011-10-06 15:28:00,2011-10-27 12:53:00,20
13883,2010-02-28 12:53:00,2010-03-15 10:03:00,14
13884,2010-08-26 19:57:00,2010-11-07 16:19:00,72
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,11
13888,2010-05-13 11:57:00,2010-05-13 11:57:00,0
13889,2010-01-22 14:32:00,2010-02-26 13:28:00,34
13890,2009-12-06 15:15:00,2010-03-03 16:33:00,87
13891,2010-05-06 16:02:00,2010-10-21 13:23:00,167
13892,2010-05-13 10:32:00,2010-08-19 09:07:00,97
13894,2011-02-02 12:54:00,2011-11-16 09:43:00,286
13895,2009-12-03 13:09:00,2010-07-12 10:46:00,220
13897,2010-01-31 13:48:00,2010-09-27 13:36:00,238
13898,2010-10-24 15:42:00,2011-01-18 10:28:00,85
13899,2011-03-10 09:30:00,2011-11-23 13:40:00,258
13900,2010-03-25 13:46:00,2010-07-23 14:38:00,120
13901,2010-01-05 09:29:00,2010-02-17 09:53:00,43
13902,2009-12-15 10:02:00,2010-01-21 15:11:00,37
13904,2011-02-18 11:18:00,2011-11-02 13:41:00,257
13908,2011-03-08 12:04:00,2011-05-09 10:24:00,61
13909,2010-07-06 16:52:00,2010-10-12 17:22:00,98
13911,2010-03-01 16:31:00,2010-03-08 15:15:00,6
13914,2011-11-03 16:28:00,2011-11-28 10:35:00,24
13916,2010-02-02 10:06:00,2010-06-02 13:44:00,120
13917,2011-06-01 12:46:00,2011-10-21 09:56:00,141
13918,2011-03-31 18:05:00,2011-10-21 12:25:00,203
13919,2010-06-17 09:30:00,2010-10-11 11:53:00,116
13920,2010-05-26 15:48:00,2010-08-06 12:13:00,71
13921,2009-12-18 12:19:00,2010-06-17 11:40:00,180
13922,2010-08-29 14:36:00,2010-09-28 17:26:00,30
13924,2011-09-28 15:07:00,2011-10-26 13:44:00,27
13925,2011-07-28 12:09:00,2011-08-10 12:41:00,13
13927,2010-09-28 16:12:00,2011-09-26 12:00:00,362
13928,2011-07-29 15:59:00,2011-08-25 12:13:00,26
13929,2010-01-14 07:25:00,2010-02-19 11:54:00,36
13930,2011-07-26 11:00:00,2011-10-13 09:45:00,78
13931,2009-12-03 10:26:00,2009-12-03 10:28:00,0
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,39
13935,2010-02-25 16:01:00,2010-03-17 10:16:00,19
13936,2010-10-21 14:21:00,2010-11-22 10:34:00,31
13937,2010-11-02 12:37:00,2011-06-23 16:35:00,233
13939,2010-04-06 12:43:00,2010-04-19 12:49:00,13
13940,2011-07-18 16:05:00,2011-08-15 12:47:00,27
13941,2009-12-16 16:10:00,2010-01-27 11:53:00,41
13945,2010-08-17 09:59:00,2010-11-10 10:00:00,85
13946,2009-12-04 11:07:00,2010-03-15 11:00:00,100
13948,2009-12-04 12:14:00,2010-03-01 12:16:00,87
13949,2011-09-06 11:55:00,2011-09-23 10:14:00,16
13950,2011-04-07 11:29:00,2011-09-27 14:52:00,173
13951,2011-02-18 15:21:00,2011-04-17 13:20:00,57
13952,2009-12-16 09:41:00,2010-02-18 18:20:00,64
13953,2009-12-11 12:58:00,2010-02-04 12:26:00,54
13954,2011-09-30 10:52:00,2011-12-08 12:50:00,69
13955,2010-11-29 17:35:00,2011-02-07 12:24:00,69
13956,2011-03-13 12:51:00,2011-04-10 16:04:00,28
13957,2010-02-19 10:32:00,2010-05-16 14:50:00,86
13958,2009-12-05 13:12:00,2009-12-05 13:13:00,0
13959,2010-07-16 15:11:00,2010-10-11 14:15:00,86
13960,2011-09-29 12:39:00,2011-11-18 15:27:00,50
13962,2010-09-30 10:35:00,2011-04-08 11:21:00,190
13963,2010-04-21 16:20:00,2010-05-24 10:54:00,32
13964,2010-10-05 12:38:00,2010-11-17 13:53:00,43
13965,2010-01-05 15:21:00,2010-02-08 16:11:00,34
13967,2010-11-08 13:24:00,2011-07-17 12:02:00,250
13969,2010-03-25 13:15:00,2010-04-29 13:32:00,35
13970,2010-09-28 11:53:00,2010-11-18 13:21:00,51
13971,2010-01-26 09:51:00,2010-04-09 13:00:00,73
13972,2011-05-22 11:34:00,2011-09-30 11:54:00,131
13974,2010-05-06 17:55:00,2011-10-21 14:41:00,532
13975,2010-02-02 13:13:00,2010-03-29 13:10:00,54
13976,2010-02-09 13:08:00,2010-04-28 15:54:00,78
13978,2011-10-25 15:04:00,2011-11-25 11:36:00,30
13979,2009-12-03 10:02:00,2010-03-01 15:47:00,88
13980,2010-02-21 14:18:00,2010-05-11 13:36:00,78
13982,2010-01-20 14:04:00,2010-02-24 13:04:00,34
13983,2009-12-09 13:53:00,2010-01-14 16:24:00,36
13984,2009-12-07 11:51:00,2009-12-07 11:52:00,0
13985,2010-02-09 13:56:00,2010-05-26 13:46:00,105
13987,2010-11-04 09:54:00,2010-11-25 10:20:00,21
13988,2010-03-24 11:05:00,2010-11-21 12:40:00,242
13989,2010-05-25 12:13:00,2010-08-09 12:28:00,76
13991,2011-07-19 12:58:00,2011-09-25 13:47:00,68
13992,2010-09-02 17:04:00,2010-11-24 15:42:00,82
13993,2009-12-03 11:57:00,2010-02-09 12:52:00,68
13994,2011-07-14 18:28:00,2011-08-26 11:35:00,42
13995,2009-12-18 12:43:00,2010-03-02 09:11:00,73
13996,2010-11-05 15:07:00,2010-11-18 16:27:00,13
13997,2010-06-07 17:33:00,2010-07-08 17:51:00,31
13998,2010-05-12 13:18:00,2010-07-16 15:50:00,65
13999,2009-12-05 12:42:00,2009-12-16 10:56:00,10
14000,2009-12-02 09:50:00,2010-04-22 11:59:00,141
14001,2010-08-03 12:49:00,2010-08-27 09:35:00,23
14002,2011-07-06 14:59:00,2011-07-28 15:55:00,22
14004,2010-09-30 09:39:00,2010-09-30 10:21:00,0
14005,2011-05-08 10:33:00,2011-06-17 08:09:00,39
14006,2010-02-25 09:45:00,2010-04-22 14:08:00,56
14009,2010-09-03 12:08:00,2011-05-18 13:00:00,257
14010,2010-05-23 12:46:00,2010-05-23 13:00:00,0
14011,2010-04-11 13:40:00,2010-08-16 15:31:00,127
14013,2010-03-26 10:02:00,2010-11-24 16:16:00,243
14014,2010-05-12 09:04:00,2010-11-28 14:56:00,200
14016,2010-01-08 14:12:00,2010-02-02 10:47:00,24
14019,2011-07-24 15:39:00,2011-09-02 12:51:00,39
14020,2010-06-28 15:29:00,2010-08-20 13:09:00,52
14021,2010-04-26 11:22:00,2010-06-16 15:51:00,51
14022,2010-08-10 09:38:00,2011-04-28 14:39:00,261
14023,2011-04-03 15:50:00,2011-12-02 13:58:00,242
14024,2010-11-14 10:51:00,2011-08-07 13:31:00,266
14025,2010-05-05 09:56:00,2010-05-12 14:58:00,7
14026,2010-03-24 14:10:00,2010-08-26 10:31:00,154
14028,2010-06-07 12:02:00,2010-06-07 12:09:00,0
14029,2011-07-18 16:57:00,2011-10-07 14:46:00,80
14030,2009-12-10 17:27:00,2009-12-10 18:36:00,0
14031,2009-12-03 15:35:00,2009-12-11 17:00:00,8
14032,2009-12-14 12:02:00,2009-12-21 13:29:00,7
14034,2011-07-05 13:06:00,2011-07-05 13:15:00,0
14035,2010-04-06 12:39:00,2010-05-19 11:10:00,42
14037,2009-12-07 11:39:00,2010-01-24 10:50:00,47
14038,2010-02-04 08:56:00,2010-11-07 14:52:00,276
14039,2010-05-13 10:15:00,2011-11-06 13:48:00,542
14040,2009-12-01 12:14:00,2009-12-17 12:39:00,16
14043,2009-12-10 15:56:00,2010-08-05 18:18:00,238
14044,2010-01-24 15:14:00,2010-02-28 15:01:00,34
14045,2010-01-08 10:08:00,2010-03-05 15:36:00,56
14047,2010-02-01 10:05:00,2010-05-13 13:21:00,101
14048,2010-11-22 14:08:00,2010-11-22 14:21:00,0
14049,2010-04-01 14:52:00,2010-05-25 12:03:00,53
14050,2011-08-25 13:46:00,2011-11-08 10:00:00,74
14051,2009-12-03 11:53:00,2009-12-17 12:30:00,14
14052,2010-11-14 11:37:00,2011-11-20 12:30:00,371
14053,2010-08-10 11:02:00,2010-11-07 14:50:00,89
14055,2009-12-16 15:11:00,2010-05-11 10:24:00,145
14056,2011-02-28 15:19:00,2011-03-10 16:16:00,10
14057,2009-12-03 13:17:00,2010-04-13 11:38:00,130
14058,2010-06-27 11:29:00,2010-09-03 09:31:00,67
14060,2010-03-11 09:47:00,2010-05-16 10:46:00,66
14061,2009-12-01 18:03:00,2009-12-15 17:56:00,13
14062,2009-12-10 14:28:00,2009-12-14 15:18:00,4
14063,2009-12-08 13:46:00,2009-12-15 10:50:00,6
14064,2010-01-21 13:22:00,2010-02-28 14:03:00,38
14065,2010-10-04 12:03:00,2010-10-25 14:51:00,21
14067,2011-09-04 12:00:00,2011-10-07 10:21:00,32
14068,2010-01-31 10:10:00,2010-02-28 15:05:00,28
14069,2010-05-27 12:30:00,2010-07-13 12:12:00,46
14071,2011-03-20 11:33:00,2011-03-24 13:28:00,4
14075,2010-08-26 13:42:00,2010-11-01 13:15:00,66
14077,2010-11-09 16:01:00,2011-03-10 15:52:00,120
14078,2010-03-28 15:05:00,2010-05-17 15:27:00,50
14080,2009-12-02 15:01:00,2009-12-09 14:02:00,6
14081,2009-12-10 18:27:00,2010-01-12 15:48:00,32
14082,2010-11-12 11:47:00,2010-12-10 11:02:00,27
14083,2009-12-18 11:34:00,2010-07-16 12:51:00,210
14085,2009-12-08 13:41:00,2009-12-08 13:44:00,0
14087,2009-12-04 15:27:00,2010-10-31 11:22:00,330
14088,2010-10-14 19:46:00,2010-10-29 09:57:00,14
14091,2010-01-10 13:41:00,2010-02-23 15:17:00,44
14092,2009-12-16 16:24:00,2010-01-13 12:21:00,27
14096,2011-08-30 10:49:00,2011-09-02 15:45:00,3
14097,2010-03-04 10:46:00,2010-08-15 14:20:00,164
14099,2009-12-10 11:55:00,2010-01-29 14:37:00,50
14101,2010-03-28 13:36:00,2010-05-20 13:28:00,52
14102,2011-10-26 12:46:00,2011-11-02 13:46:00,7
14104,2010-05-28 16:11:00,2010-06-09 14:09:00,11
14105,2009-12-18 16:57:00,2010-04-08 13:32:00,110
14107,2009-12-09 14:20:00,2010-05-09 14:14:00,150
14108,2009-12-01 18:07:00,2009-12-08 15:25:00,6
14110,2009-12-01 09:50:00,2009-12-17 12:31:00,16
14111,2011-04-12 11:36:00,2011-08-25 14:51:00,135
14112,2010-02-23 14:16:00,2010-05-17 09:03:00,82
14113,2009-12-08 07:42:00,2009-12-10 12:32:00,2
14114,2010-04-12 11:07:00,2010-06-14 10:33:00,62
14115,2010-02-11 11:44:00,2010-07-26 12:36:00,165
14116,2011-08-10 12:44:00,2011-09-08 09:51:00,28
14119,2009-12-21 14:52:00,2010-11-29 10:33:00,342
14121,2011-10-11 10:39:00,2011-11-10 10:36:00,29
14122,2009-12-02 14:22:00,2009-12-11 10:37:00,8
14125,2011-09-22 15:40:00,2011-11-11 12:20:00,49
14126,2010-09-21 14:51:00,2011-11-29 12:21:00,433
14127,2010-10-10 11:53:00,2010-11-07 11:37:00,27
14128,2010-06-06 14:05:00,2011-03-29 10:49:00,295
14129,2010-05-09 14:54:00,2010-08-05 10:18:00,87
14130,2009-12-11 16:33:00,2010-10-18 12:54:00,310
14132,2011-06-09 12:04:00,2011-06-30 17:29:00,21
14133,2009-12-06 12:10:00,2011-01-28 11:27:00,417
14134,2009-12-10 09:25:00,2009-12-15 18:32:00,5
14135,2009-12-02 08:58:00,2009-12-09 10:41:00,7
14136,2009-12-08 09:19:00,2010-01-15 10:29:00,38
14138,2011-10-07 09:38:00,2011-12-08 12:44:00,62
14139,2010-06-15 09:17:00,2010-07-01 13:33:00,16
14140,2011-11-08 11:20:00,2011-12-06 09:05:00,27
14141,2011-08-26 14:40:00,2011-09-27 11:38:00,31
14142,2010-03-03 15:13:00,2010-12-01 16:33:00,273
14145,2010-04-08 09:47:00,2010-06-20 13:28:00,73
14146,2010-01-13 16:04:00,2010-02-03 10:39:00,20
14147,2010-03-09 13:43:00,2010-05-10 10:53:00,61
14148,2010-10-21 14:08:00,2011-04-20 12:02:00,180
14150,2010-12-15 10:04:00,2011-11-04 10:05:00,324
14151,2009-12-23 10:54:00,2010-02-04 15:35:00,43
14152,2010-02-18 13:57:00,2010-08-02 11:46:00,164
14154,2010-01-13 12:47:00,2010-07-01 17:54:00,169
14156,2009-12-01 12:30:00,2009-12-01 12:33:00,0
14157,2010-03-03 16:49:00,2010-10-18 15:48:00,228
14159,2009-12-03 12:31:00,2010-02-22 11:11:00,80
14160,2010-01-10 12:06:00,2010-01-21 15:46:00,11
14161,2009-12-13 11:46:00,2010-03-14 12:37:00,91
14162,2011-02-20 12:32:00,2011-06-19 11:36:00,118
14163,2010-09-03 17:15:00,2011-04-14 17:33:00,223
14164,2011-09-20 12:18:00,2011-09-30 12:24:00,10
14166,2010-03-23 15:10:00,2010-07-22 19:42:00,121
14167,2010-01-27 16:07:00,2010-03-25 15:00:00,56
14168,2010-05-24 12:28:00,2010-10-15 10:49:00,143
14169,2010-09-21 13:39:00,2010-10-05 08:45:00,13
14170,2010-11-09 14:06:00,2010-11-23 13:26:00,13
14171,2009-12-09 13:50:00,2011-09-02 16:43:00,632
14172,2010-03-07 10:58:00,2010-03-11 13:16:00,4
14173,2009-12-09 12:46:00,2010-03-08 13:24:00,89
14175,2010-03-22 10:43:00,2010-05-05 09:43:00,43
14176,2010-11-23 13:21:00,2010-12-07 11:45:00,13
14177,2010-02-26 11:59:00,2010-02-26 12:04:00,0
14178,2011-06-10 12:51:00,2011-07-19 13:01:00,39
14179,2011-10-18 14:00:00,2011-10-30 12:07:00,11
14180,2010-06-09 14:56:00,2010-06-30 08:25:00,20
14181,2010-05-26 12:32:00,2010-10-25 08:27:00,151
14182,2010-04-22 15:36:00,2010-06-28 16:42:00,67
14183,2010-08-15 15:36:00,2010-10-24 14:45:00,69
14186,2010-03-05 11:17:00,2010-04-26 12:57:00,52
14188,2011-02-02 13:46:00,2011-05-09 10:03:00,95
14189,2010-11-16 09:28:00,2010-12-06 11:42:00,20
14191,2009-12-11 10:48:00,2010-11-10 12:27:00,334
14193,2010-11-08 12:31:00,2011-03-15 11:38:00,126
14194,2010-01-06 12:16:00,2010-01-24 13:36:00,18
14195,2010-03-15 17:12:00,2010-05-07 12:41:00,52
14198,2010-01-05 10:07:00,2010-02-17 11:05:00,43
14199,2010-06-27 12:13:00,2010-07-07 12:50:00,10
14201,2010-04-30 13:00:00,2010-05-18 12:59:00,17
14202,2010-03-25 10:36:00,2010-06-01 11:40:00,68
14204,2009-12-02 13:26:00,2010-06-21 16:04:00,201
14205,2010-03-07 12:20:00,2010-05-05 14:43:00,59
14206,2010-11-02 11:37:00,2010-11-16 18:20:00,14
14208,2010-06-06 13:11:00,2011-09-06 12:48:00,456
14209,2010-01-22 10:28:00,2010-03-11 18:46:00,48
14210,2010-01-06 10:17:00,2010-03-16 15:02:00,69
14211,2009-12-09 12:48:00,2010-01-26 11:32:00,47
14212,2010-09-20 11:48:00,2011-09-11 12:45:00,356
14214,2011-03-07 12:26:00,2011-06-22 13:59:00,107
14215,2009-12-08 09:35:00,2010-01-21 08:22:00,43
14216,2010-10-21 15:07:00,2011-11-02 10:51:00,376
14217,2010-06-30 12:54:00,2010-08-05 13:54:00,36
14219,2010-08-03 14:42:00,2010-10-26 10:34:00,83
14220,2010-05-19 13:26:00,2010-05-21 13:29:00,2
14221,2010-04-06 14:10:00,2010-05-09 13:50:00,32
14223,2011-03-20 16:02:00,2011-07-05 11:36:00,106
14224,2010-06-13 13:46:00,2010-06-29 12:30:00,15
14225,2010-01-12 15:02:00,2010-05-18 17:25:00,126
14226,2010-09-24 14:32:00,2011-03-15 15:36:00,172
14227,2010-02-08 09:38:00,2010-06-01 12:42:00,113
14228,2010-06-11 12:29:00,2010-07-06 10:07:00,24
14229,2010-08-25 11:47:00,2010-09-27 15:21:00,33
14230,2010-06-09 13:56:00,2010-09-30 09:06:00,112
14231,2010-09-15 09:52:00,2011-02-24 11:55:00,162
14232,2011-03-20 12:44:00,2011-06-06 09:12:00,77
14233,2010-03-05 16:35:00,2010-04-28 14:02:00,53
14234,2011-10-13 13:58:00,2011-10-25 15:39:00,12
14235,2010-03-30 13:36:00,2010-05-19 11:59:00,49
14236,2010-07-22 14:27:00,2010-08-26 10:40:00,34
14237,2010-04-28 10:04:00,2010-12-01 13:20:00,217
14238,2009-12-05 10:58:00,2010-02-15 11:39:00,72
14239,2009-12-05 12:36:00,2009-12-09 11:31:00,3
14240,2010-10-12 12:48:00,2011-04-28 11:40:00,197
14241,2010-01-12 15:11:00,2011-06-09 11:46:00,512
14242,2011-01-18 08:53:00,2011-04-19 11:46:00,91
14243,2010-08-20 13:41:00,2010-09-12 15:21:00,23
14245,2011-03-21 10:41:00,2011-05-04 08:40:00,43
14246,2011-04-08 08:25:00,2011-07-25 11:37:00,108
14247,2010-06-06 15:07:00,2010-07-04 13:33:00,27
14248,2010-07-12 14:27:00,2010-09-06 14:04:00,55
14249,2010-01-29 14:21:00,2010-03-17 15:37:00,47
14250,2011-09-11 13:44:00,2011-12-02 14:29:00,82
14251,2011-10-13 12:46:00,2011-11-22 14:10:00,40
14253,2010-03-26 15:08:00,2010-08-03 14:55:00,129
14256,2010-01-14 10:35:00,2010-08-05 09:28:00,202
14257,2010-03-01 15:36:00,2010-07-26 13:57:00,146
14258,2009-12-04 08:36:00,2010-01-06 14:54:00,33
14260,2010-06-09 11:23:00,2010-08-25 14:53:00,77
14261,2011-09-22 10:47:00,2011-10-20 10:04:00,27
14262,2011-04-13 12:23:00,2011-07-05 12:53:00,83
14264,2010-04-07 13:21:00,2010-05-16 13:23:00,39
14265,2010-04-06 14:39:00,2010-09-01 12:20:00,147
14267,2011-03-24 11:38:00,2011-03-24 12:52:00,0
14271,2010-10-26 17:01:00,2011-04-28 12:47:00,183
14272,2010-05-06 14:01:00,2010-05-26 09:49:00,19
14273,2011-04-11 13:24:00,2011-05-06 08:25:00,24
14275,2010-04-11 12:32:00,2010-04-29 10:24:00,17
14276,2010-02-17 13:10:00,2010-08-12 10:03:00,175
14277,2009-12-13 15:43:00,2010-05-10 09:47:00,147
14279,2010-01-27 16:34:00,2010-07-07 08:42:00,160
14282,2010-02-15 11:22:00,2010-04-29 16:45:00,73
14283,2010-05-19 12:22:00,2010-07-26 12:26:00,68
14284,2010-02-24 12:06:00,2011-09-14 13:04:00,567
14285,2009-12-08 14:13:00,2010-02-19 09:36:00,72
14286,2009-12-04 08:40:00,2010-03-10 10:50:00,96
14287,2011-05-25 11:41:00,2011-05-25 11:44:00,0
14289,2011-02-23 12:33:00,2011-04-12 15:08:00,48
14290,2009-12-08 11:44:00,2010-03-08 10:49:00,89
14291,2009-12-09 10:46:00,2010-03-28 13:38:00,109
14292,2010-03-19 11:10:00,2010-04-29 14:16:00,41
14293,2009-12-10 10:57:00,2009-12-22 09:21:00,11
14295,2009-12-09 13:06:00,2010-06-28 12:22:00,200
14296,2010-05-14 14:34:00,2010-10-14 14:14:00,152
14297,2011-03-10 08:31:00,2011-10-10 10:45:00,214
14298,2009-12-11 13:49:00,2009-12-11 15:46:00,0
14299,2009-12-02 10:58:00,2009-12-20 12:21:00,18
14301,2010-02-11 13:07:00,2010-05-16 13:22:00,94
14302,2009-12-02 08:16:00,2010-02-15 09:20:00,75
14303,2010-10-01 10:31:00,2010-10-28 15:37:00,27
14304,2010-05-18 10:50:00,2010-11-25 10:20:00,190
14305,2011-07-27 14:14:00,2011-08-18 06:20:00,21
14306,2010-01-31 13:42:00,2010-07-28 16:54:00,178
14307,2009-12-07 13:06:00,2010-02-04 17:50:00,59
14309,2010-06-07 10:24:00,2010-10-22 13:18:00,137
14311,2010-05-21 10:28:00,2011-04-11 10:14:00,324
14312,2010-07-23 15:05:00,2010-10-19 10:23:00,87
14314,2010-10-05 08:00:00,2011-08-25 10:39:00,324
14315,2010-03-15 12:49:00,2010-05-24 13:56:00,70
14316,2010-03-19 15:18:00,2010-05-07 08:50:00,48
14320,2010-01-21 11:44:00,2010-02-16 12:22:00,26
14321,2010-08-23 12:56:00,2010-10-04 12:48:00,41
14322,2010-02-18 08:49:00,2010-03-12 09:15:00,22
14323,2011-04-15 11:44:00,2011-08-17 11:37:00,123
14324,2010-01-15 13:31:00,2010-10-26 11:44:00,283
14326,2010-06-25 12:10:00,2010-09-02 13:29:00,69
14327,2010-01-08 14:04:00,2010-02-03 15:07:00,26
14329,2009-12-16 15:31:00,2010-01-25 09:38:00,39
14331,2011-07-27 15:14:00,2011-08-07 13:17:00,10
14332,2010-10-19 13:01:00,2010-11-23 15:24:00,35
14334,2010-05-20 10:04:00,2010-07-27 13:45:00,68
14335,2011-09-04 13:07:00,2011-11-23 13:41:00,80
14336,2011-03-08 16:48:00,2011-05-04 15:37:00,56
14338,2010-06-21 10:32:00,2011-05-27 13:30:00,340
14339,2010-10-07 08:50:00,2011-04-11 11:06:00,186
14341,2009-12-01 12:20:00,2009-12-15 11:20:00,13
14342,2010-08-24 13:03:00,2010-10-03 12:46:00,39
14343,2010-01-18 16:47:00,2010-03-15 15:33:00,55
14344,2010-03-23 15:47:00,2010-04-14 13:55:00,21
14346,2010-07-30 10:44:00,2010-10-10 12:53:00,72
14350,2010-10-05 15:52:00,2010-11-24 12:01:00,49
14352,2011-03-11 14:58:00,2011-04-19 08:17:00,38
14353,2010-10-04 12:38:00,2010-10-25 14:46:00,21
14354,2011-11-09 15:36:00,2011-12-04 11:32:00,24
14355,2010-03-22 15:08:00,2010-09-16 15:23:00,178
14356,2011-09-19 14:43:00,2011-09-21 09:18:00,1
14358,2010-10-07 17:26:00,2010-11-15 15:51:00,38
14359,2011-09-13 09:03:00,2011-10-28 08:58:00,44
