customer_id,first_purchase_date,last_purchase_date,sales_invoices,active_purchase_months,gross_sales,units_purchased,customer_lifetime_days,average_order_value,customer_status
12920,2009-12-14 15:58:00,2011-11-22 15:05:00,4,3,486.64,420,707,121.66,Repeat Customer
12921,2009-12-01 13:43:00,2011-11-30 16:22:00,74,23,35233.24,21328,729,476.12486486486483,Repeat Customer
12922,2011-07-01 15:35:00,2011-07-01 15:35:00,1,1,405.38,370,0,405.38,One-Time Customer
12923,2010-05-13 14:55:00,2011-10-06 16:20:00,3,3,769.17,229,511,256.39,Repeat Customer
12924,2009-12-09 12:40:00,2011-09-12 13:55:00,12,10,2461.45,1422,642,205.1208333333333,Repeat Customer
12925,2010-04-26 10:32:00,2011-12-05 11:11:00,3,3,729.33,649,588,243.11,Repeat Customer
12926,2009-12-14 14:35:00,2010-10-24 15:57:00,4,3,1523.59,752,314,380.8975,Repeat Customer
12927,2010-11-10 10:02:00,2010-11-10 10:02:00,1,1,197.31,145,0,197.31,One-Time Customer
12928,2010-06-08 10:16:00,2011-11-04 14:24:00,12,9,4304.89,2899,514,358.74083333333334,Repeat Customer
12929,2011-02-01 12:08:00,2011-02-01 12:08:00,1,1,117.85,37,0,117.85,One-Time Customer
12930,2011-06-21 13:25:00,2011-09-22 15:18:00,2,2,415.8,252,93,207.9,Repeat Customer
12931,2009-12-01 11:46:00,2011-11-18 12:39:00,57,19,92347.34,62906,717,1620.1287719298246,Repeat Customer
12932,2010-02-10 08:46:00,2010-06-18 14:22:00,8,5,1698.56,1609,128,212.32,Repeat Customer
12933,2009-12-10 16:39:00,2011-11-15 16:38:00,8,6,1636.63,949,704,204.57875,Repeat Customer
12934,2009-12-03 10:51:00,2009-12-03 10:51:00,1,1,181.65,31,0,181.65,One-Time Customer
12935,2010-04-11 15:59:00,2011-12-07 17:25:00,15,12,4243.86,3201,605,282.924,Repeat Customer
12936,2011-09-22 13:51:00,2011-11-22 17:32:00,4,2,1063.9,559,61,265.975,Repeat Customer
12937,2009-12-03 15:43:00,2011-11-24 15:05:00,9,8,3097.61,1983,720,344.1788888888889,Repeat Customer
12938,2011-11-14 11:21:00,2011-11-14 11:21:00,1,1,114.14,140,0,114.14,One-Time Customer
12939,2010-01-12 11:27:00,2011-10-06 14:33:00,20,14,25264.8,10328,632,1263.24,Repeat Customer
12940,2011-09-13 10:16:00,2011-10-16 12:09:00,2,2,899.69,404,33,449.845,Repeat Customer
12941,2009-12-15 13:12:00,2009-12-15 13:12:00,1,1,377.49,381,0,377.49,One-Time Customer
12942,2010-12-09 09:34:00,2011-07-31 14:39:00,3,3,675.6,198,234,225.20000000000002,Repeat Customer
12943,2010-04-13 11:03:00,2010-05-30 13:52:00,2,2,496.5,222,47,248.25,Repeat Customer
12944,2010-12-20 10:41:00,2011-11-04 11:04:00,2,2,604.51,289,319,302.255,Repeat Customer
12945,2010-02-21 15:18:00,2011-02-24 14:15:00,2,2,900.11,446,367,450.055,Repeat Customer
12946,2010-09-29 10:14:00,2010-09-29 10:14:00,1,1,324.45,149,0,324.45,One-Time Customer
12947,2010-12-01 16:21:00,2011-07-19 10:06:00,6,5,1603.99,1165,229,267.33166666666665,Repeat Customer
12948,2009-12-02 12:28:00,2011-11-23 17:10:00,9,6,2317.43,1304,721,257.4922222222222,Repeat Customer
12949,2009-12-03 15:56:00,2011-11-09 11:25:00,22,13,15526.7,8233,705,705.7590909090909,Repeat Customer
12950,2011-11-15 13:48:00,2011-12-07 13:17:00,3,2,1843.0,1380,21,614.3333333333334,Repeat Customer
12951,2010-01-10 12:43:00,2011-12-01 12:14:00,15,13,3213.7200000000003,1662,689,214.24800000000002,Repeat Customer
12952,2011-09-22 16:37:00,2011-12-04 10:35:00,4,3,1387.79,653,72,346.9475,Repeat Customer
12953,2010-07-05 13:37:00,2011-11-30 09:24:00,2,2,828.8100000000001,364,512,414.40500000000003,Repeat Customer
12954,2010-03-11 10:16:00,2010-03-11 10:16:00,1,1,162.45,83,0,162.45,One-Time Customer
12955,2011-03-17 09:03:00,2011-12-08 16:29:00,11,8,4757.16,3664,266,432.4690909090909,Repeat Customer
12956,2009-12-15 19:03:00,2011-02-06 16:08:00,4,3,521.89,340,417,130.4725,Repeat Customer
12957,2009-12-11 12:01:00,2011-11-30 09:53:00,13,10,8706.97,4686,718,669.766923076923,Repeat Customer
12958,2010-05-05 16:22:00,2010-11-04 16:16:00,2,2,467.34,118,182,233.67,Repeat Customer
12959,2010-08-12 17:20:00,2010-08-12 17:20:00,1,1,150.95,109,0,150.95,One-Time Customer
12960,2010-02-16 13:32:00,2010-10-22 09:31:00,4,4,1322.0700000000002,1379,247,330.51750000000004,Repeat Customer
12961,2010-11-25 16:44:00,2010-11-25 16:44:00,1,1,211.99,180,0,211.99,One-Time Customer
12962,2011-08-18 13:38:00,2011-12-02 15:55:00,2,2,266.39,129,106,133.195,Repeat Customer
12963,2010-07-08 14:45:00,2011-12-01 12:55:00,12,8,3235.79,1637,510,269.64916666666664,Repeat Customer
12964,2010-09-28 17:47:00,2010-09-28 17:47:00,1,1,132.24,56,0,132.24,One-Time Customer
12965,2011-09-11 15:31:00,2011-09-11 15:31:00,1,1,769.8100000000001,282,0,769.8100000000001,One-Time Customer
12966,2011-11-30 12:38:00,2011-11-30 12:38:00,1,1,160.18,75,0,160.18,One-Time Customer
12967,2010-11-21 11:03:00,2010-12-16 19:10:00,3,2,2938.52,912,25,979.5066666666667,Repeat Customer
12968,2011-08-19 15:44:00,2011-08-19 15:44:00,1,1,135.95,73,0,135.95,One-Time Customer
12969,2010-04-16 10:50:00,2010-04-16 10:50:00,1,1,122.45,55,0,122.45,One-Time Customer
12970,2009-12-04 14:19:00,2011-12-02 14:30:00,10,4,1452.54,952,728,145.254,Repeat Customer
12971,2009-12-15 19:04:00,2011-12-06 12:20:00,116,24,15704.6,14306,720,135.3844827586207,Repeat Customer
12972,2010-02-16 14:30:00,2010-10-22 08:41:00,4,4,1161.2,844,247,290.3,Repeat Customer
12973,2010-10-22 10:14:00,2010-10-22 10:14:00,1,1,385.55,31,0,385.55,One-Time Customer
12974,2010-05-23 11:45:00,2011-05-26 09:33:00,2,2,408.95,104,367,204.475,Repeat Customer
12975,2009-12-06 10:38:00,2010-09-29 09:46:00,6,3,2100.09,911,296,350.01500000000004,Repeat Customer
12976,2010-02-12 15:46:00,2011-05-12 09:55:00,8,7,3156.38,2684,453,394.5475,Repeat Customer
12977,2010-07-16 16:25:00,2011-07-06 16:40:00,4,2,513.88,128,355,128.47,Repeat Customer
12978,2009-12-10 12:10:00,2010-11-19 14:29:00,5,4,2502.82,1394,344,500.564,Repeat Customer
12979,2009-12-10 15:45:00,2009-12-10 15:45:00,1,1,517.7,520,0,517.7,One-Time Customer
12980,2009-12-02 11:26:00,2011-07-05 09:34:00,21,18,16245.78,1910,579,773.6085714285715,Repeat Customer
12981,2011-07-29 14:14:00,2011-11-10 12:00:00,2,2,372.21999999999997,242,103,186.10999999999999,Repeat Customer
12982,2010-04-12 13:50:00,2011-04-11 11:51:00,8,7,2744.81,1729,363,343.10125,Repeat Customer
12983,2010-04-20 12:58:00,2010-04-20 12:58:00,1,1,490.08,638,0,490.08,One-Time Customer
12984,2011-11-21 12:37:00,2011-11-21 12:37:00,1,1,97.5,26,0,97.5,One-Time Customer
12985,2011-11-11 12:44:00,2011-12-09 10:46:00,2,2,1239.38,1533,27,619.69,Repeat Customer
12986,2010-01-21 10:45:00,2010-10-07 11:57:00,10,6,2729.84,1164,259,272.98400000000004,Repeat Customer
12987,2010-01-20 09:57:00,2011-09-27 12:03:00,5,5,1312.21,585,615,262.442,Repeat Customer
12988,2011-02-20 14:31:00,2011-02-20 14:31:00,1,1,505.82,126,0,505.82,One-Time Customer
12989,2009-12-10 13:27:00,2011-12-06 15:28:00,33,20,13551.75,6935,726,410.65909090909093,Repeat Customer
12990,2010-03-30 11:36:00,2011-11-08 13:01:00,7,7,955.5,480,588,136.5,Repeat Customer
12991,2010-11-15 13:43:00,2011-11-16 15:34:00,3,3,764.82,483,366,254.94000000000003,Repeat Customer
12992,2009-12-14 16:46:00,2009-12-14 16:46:00,1,1,93.35,21,0,93.35,One-Time Customer
12993,2010-02-18 10:35:00,2011-11-16 15:49:00,8,7,1259.63,751,636,157.45375,Repeat Customer
12994,2011-03-16 08:31:00,2011-12-05 15:43:00,3,3,974.42,459,264,324.8066666666667,Repeat Customer
12995,2011-09-15 15:44:00,2011-09-15 15:44:00,1,1,211.32,108,0,211.32,One-Time Customer
12996,2010-11-29 09:27:00,2010-11-29 09:27:00,1,1,355.5,122,0,355.5,One-Time Customer
12997,2010-04-06 11:06:00,2011-11-17 15:47:00,8,8,2110.91,1186,590,263.86375,Repeat Customer
12998,2010-02-24 11:55:00,2010-08-04 08:05:00,3,3,920.08,1124,160,306.6933333333333,Repeat Customer
12999,2011-04-08 10:26:00,2011-05-27 13:24:00,3,2,455.88,342,49,151.96,Repeat Customer
13000,2009-12-14 17:03:00,2011-08-25 10:43:00,4,4,1032.5,548,618,258.125,Repeat Customer
13001,2009-12-03 16:21:00,2011-12-05 14:51:00,33,20,24042.65,13448,731,728.5651515151516,Repeat Customer
13002,2010-10-01 11:58:00,2011-01-25 15:18:00,3,2,414.13,201,116,138.04333333333332,Repeat Customer
13003,2011-05-09 08:23:00,2011-08-26 10:50:00,3,3,149.05,103,109,49.68333333333334,Repeat Customer
13004,2009-12-15 09:44:00,2011-11-28 11:27:00,36,22,11650.85,8768,713,323.63472222222225,Repeat Customer
13005,2010-09-08 12:52:00,2011-06-19 10:53:00,4,4,999.68,462,283,249.92,Repeat Customer
13006,2011-10-14 13:49:00,2011-10-14 13:49:00,1,1,81.57,55,0,81.57,One-Time Customer
13007,2010-05-09 10:38:00,2010-05-09 10:38:00,1,1,175.25,59,0,175.25,One-Time Customer
13008,2009-12-16 16:07:00,2011-01-20 14:24:00,3,3,612.13,379,399,204.04333333333332,Repeat Customer
13009,2010-02-05 12:22:00,2010-02-05 12:22:00,1,1,234.0,120,0,234.0,One-Time Customer
13010,2010-03-01 11:28:00,2010-11-30 15:09:00,2,2,330.12,323,274,165.06,Repeat Customer
13011,2010-12-02 17:22:00,2010-12-02 17:22:00,1,1,50.550000000000004,13,0,50.550000000000004,One-Time Customer
13012,2010-04-26 14:14:00,2011-11-30 13:05:00,11,8,2957.83,1559,582,268.89363636363635,Repeat Customer
13013,2009-12-14 10:34:00,2011-12-08 15:01:00,29,18,11097.43,5661,724,382.67,Repeat Customer
13014,2010-10-03 11:35:00,2011-11-29 12:27:00,11,7,5381.08,1979,422,489.1890909090909,Repeat Customer
13015,2010-04-15 16:35:00,2011-10-17 13:19:00,11,6,6579.78,3527,549,598.1618181818181,Repeat Customer
13016,2011-08-08 15:00:00,2011-09-27 14:08:00,3,2,789.89,527,49,263.2966666666667,Repeat Customer
13017,2011-12-02 15:53:00,2011-12-02 15:53:00,1,1,204.0,48,0,204.0,One-Time Customer
13018,2010-03-01 12:34:00,2011-11-23 13:28:00,35,14,9763.16,6746,632,278.9474285714286,Repeat Customer
13019,2009-12-06 15:40:00,2010-11-25 14:56:00,6,5,1229.95,397,353,204.99166666666667,Repeat Customer
13020,2010-02-18 10:35:00,2010-05-26 11:12:00,2,2,618.96,278,97,309.48,Repeat Customer
13021,2009-12-05 12:02:00,2011-12-05 16:37:00,17,13,4887.24,2546,730,287.48470588235296,Repeat Customer
13022,2010-10-06 10:50:00,2010-10-06 10:50:00,1,1,50.3,34,0,50.3,One-Time Customer
13023,2010-06-29 09:51:00,2011-10-06 16:27:00,3,3,1251.03,573,464,417.01,Repeat Customer
13024,2010-05-06 14:25:00,2010-08-26 09:42:00,2,2,555.87,181,111,277.935,Repeat Customer
13025,2009-12-08 10:02:00,2009-12-08 10:02:00,1,1,323.39,241,0,323.39,One-Time Customer
13026,2009-12-13 11:34:00,2011-12-08 16:58:00,9,9,1733.08,2466,725,192.56444444444443,Repeat Customer
13027,2010-01-20 10:41:00,2011-08-18 09:39:00,19,14,17239.2,42840,574,907.3263157894737,Repeat Customer
13028,2011-10-25 14:09:00,2011-11-17 11:10:00,2,2,661.3199999999999,798,22,330.65999999999997,Repeat Customer
13029,2010-07-04 13:46:00,2011-11-09 09:13:00,5,5,1927.3,194,492,385.46,Repeat Customer
13030,2010-12-06 14:31:00,2011-11-28 14:30:00,2,2,752.44,348,356,376.22,Repeat Customer
13031,2010-06-03 14:57:00,2010-10-28 15:34:00,5,5,3292.84,2309,147,658.568,Repeat Customer
13032,2010-09-05 14:01:00,2011-10-18 15:54:00,9,5,2815.96,1274,408,312.88444444444445,Repeat Customer
13033,2010-10-06 09:37:00,2010-12-17 14:23:00,2,2,220.55,98,72,110.275,Repeat Customer
13034,2010-11-03 15:22:00,2011-10-16 12:21:00,3,3,756.82,406,346,252.27333333333334,Repeat Customer
13035,2010-10-04 15:41:00,2011-09-27 08:57:00,3,3,1364.2,926,357,454.73333333333335,Repeat Customer
13036,2010-01-24 11:35:00,2010-01-24 11:35:00,1,1,307.1,38,0,307.1,One-Time Customer
13037,2009-12-03 17:04:00,2011-07-24 15:46:00,12,11,3914.9500000000003,2130,597,326.24583333333334,Repeat Customer
13038,2011-02-22 11:43:00,2011-09-20 14:37:00,3,3,908.46,360,210,302.82,Repeat Customer
13039,2009-12-17 16:43:00,2010-05-04 16:45:00,4,4,1010.73,290,138,252.6825,Repeat Customer
13040,2011-11-06 13:53:00,2011-12-01 10:38:00,2,2,676.99,355,24,338.495,Repeat Customer
13041,2010-04-29 08:43:00,2010-09-15 11:44:00,4,3,799.13,335,139,199.7825,Repeat Customer
13042,2009-12-07 15:42:00,2010-04-20 13:43:00,3,3,1488.59,812,133,496.19666666666666,Repeat Customer
13043,2011-03-11 14:52:00,2011-03-11 14:52:00,1,1,516.42,254,0,516.42,One-Time Customer
13044,2010-01-08 14:46:00,2011-02-21 15:20:00,11,8,4848.05,2548,409,440.7318181818182,Repeat Customer
13045,2010-08-10 13:02:00,2011-09-01 15:04:00,3,3,808.9200000000001,405,387,269.64000000000004,Repeat Customer
13046,2010-09-09 13:09:00,2011-11-09 08:36:00,3,3,949.25,505,425,316.4166666666667,Repeat Customer
13047,2009-12-16 11:43:00,2011-10-14 11:15:00,23,16,8423.58,3327,666,366.24260869565217,Repeat Customer
13048,2010-01-27 12:55:00,2011-11-25 13:23:00,9,9,4049.13,2661,667,449.90333333333336,Repeat Customer
13049,2010-11-03 15:39:00,2011-10-06 15:31:00,4,3,1408.24,620,336,352.06,Repeat Customer
13050,2009-12-15 15:06:00,2011-11-25 09:18:00,34,21,11877.29,6987,709,349.33205882352945,Repeat Customer
13051,2010-03-30 11:11:00,2010-05-10 09:14:00,2,2,155.8,72,40,77.9,Repeat Customer
13052,2010-02-23 12:31:00,2011-05-11 14:12:00,7,6,3118.48,1423,442,445.4971428571429,Repeat Customer
13053,2010-03-28 11:28:00,2010-03-28 11:28:00,1,1,127.65,47,0,127.65,One-Time Customer
13055,2010-10-06 08:17:00,2011-09-22 14:26:00,4,3,2321.11,1821,351,580.2775,Repeat Customer
13056,2010-06-06 14:10:00,2010-06-06 14:10:00,1,1,209.48,158,0,209.48,One-Time Customer
13057,2010-03-18 12:14:00,2010-06-27 15:44:00,3,2,709.59,456,101,236.53,Repeat Customer
13058,2011-07-11 12:01:00,2011-11-15 12:43:00,3,3,271.40000000000003,52,127,90.46666666666668,Repeat Customer
13059,2010-03-31 12:23:00,2011-04-04 10:40:00,10,6,2291.77,860,368,229.177,Repeat Customer
13060,2011-03-31 11:37:00,2011-03-31 11:37:00,1,1,307.53000000000003,123,0,307.53000000000003,One-Time Customer
13061,2011-09-28 16:04:00,2011-09-28 16:04:00,1,1,248.61,107,0,248.61,One-Time Customer
13062,2011-06-01 15:12:00,2011-06-01 15:12:00,1,1,346.98,343,0,346.98,One-Time Customer
13063,2010-08-16 12:27:00,2010-08-16 12:27:00,1,1,188.4,116,0,188.4,One-Time Customer
13064,2010-04-27 10:08:00,2011-11-27 12:31:00,6,6,1666.84,668,579,277.8066666666667,Repeat Customer
13065,2010-06-10 11:44:00,2010-12-01 16:52:00,5,5,1055.05,381,174,211.01,Repeat Customer
13066,2011-11-07 17:06:00,2011-11-15 12:57:00,2,1,470.8,322,7,235.4,Repeat Customer
13067,2010-09-19 13:43:00,2011-09-18 13:38:00,3,3,508.51,131,363,169.50333333333333,Repeat Customer
13068,2011-01-24 08:20:00,2011-11-29 15:00:00,2,2,344.0,200,309,172.0,Repeat Customer
13069,2010-06-14 14:27:00,2011-12-09 08:39:00,38,19,9284.45,15171,542,244.32763157894738,Repeat Customer
13070,2009-12-07 14:44:00,2011-05-31 13:45:00,4,4,751.7,372,539,187.925,Repeat Customer
13071,2010-04-06 13:37:00,2010-04-06 13:37:00,1,1,129.22,30,0,129.22,One-Time Customer
13072,2011-03-18 08:12:00,2011-03-18 08:12:00,1,1,177.15,69,0,177.15,One-Time Customer
13073,2010-09-28 09:27:00,2010-10-24 14:06:00,2,2,418.08,261,26,209.04,Repeat Customer
13074,2009-12-16 11:46:00,2010-07-16 16:53:00,4,4,1378.74,826,212,344.685,Repeat Customer
13075,2011-08-02 10:19:00,2011-08-02 10:19:00,1,1,919.61,485,0,919.61,One-Time Customer
13076,2010-09-08 10:27:00,2010-09-08 10:27:00,1,1,135.4,44,0,135.4,One-Time Customer
13077,2009-12-11 11:17:00,2011-12-08 19:24:00,11,9,2740.65,2468,727,249.15,Repeat Customer
13078,2009-12-01 09:06:00,2011-12-06 15:36:00,57,25,29018.06,12032,735,509.0887719298246,Repeat Customer
13079,2010-10-18 14:15:00,2011-12-05 16:53:00,6,5,419.18,158,413,69.86333333333333,Repeat Customer
13080,2010-04-09 13:07:00,2011-06-13 14:59:00,4,4,280.73,193,430,70.1825,Repeat Customer
13081,2009-12-08 13:58:00,2011-11-28 10:54:00,28,17,56838.37,40077,719,2029.9417857142857,Repeat Customer
13082,2009-12-22 15:37:00,2011-08-05 16:16:00,21,14,7335.75,8466,591,349.32142857142856,Repeat Customer
13083,2010-10-10 13:38:00,2011-12-05 15:01:00,3,3,395.43,307,421,131.81,Repeat Customer
13084,2010-08-05 08:49:00,2010-08-05 08:49:00,1,1,122.39999999999999,144,0,122.39999999999999,One-Time Customer
13085,2009-12-01 07:45:00,2011-07-05 12:11:00,8,4,2433.28,944,581,304.16,Repeat Customer
13086,2010-11-22 10:28:00,2010-11-22 10:28:00,1,1,439.33000000000004,155,0,439.33000000000004,One-Time Customer
13087,2009-12-13 15:16:00,2009-12-13 15:16:00,1,1,313.64,86,0,313.64,One-Time Customer
13088,2010-10-18 15:35:00,2010-10-18 15:35:00,1,1,236.11,76,0,236.11,One-Time Customer
13089,2009-12-02 15:44:00,2011-12-07 09:02:00,203,25,113416.91,58932,734,558.7039901477833,Repeat Customer
13090,2010-08-02 13:58:00,2011-12-01 12:39:00,23,13,13076.74,3246,485,568.5539130434782,Repeat Customer
13091,2009-12-10 12:44:00,2011-11-11 15:54:00,2,2,1108.8,1338,701,554.4,Repeat Customer
13092,2010-02-10 08:44:00,2011-09-30 11:18:00,12,12,2140.28,664,597,178.35666666666668,Repeat Customer
13093,2009-12-04 10:32:00,2011-03-09 12:14:00,55,16,54144.25,25971,460,984.4409090909091,Repeat Customer
13094,2010-11-15 14:15:00,2011-11-18 14:07:00,13,11,2209.44,1896,367,169.9569230769231,Repeat Customer
13095,2011-09-30 12:03:00,2011-09-30 12:03:00,1,1,74.39999999999999,144,0,74.39999999999999,One-Time Customer
13096,2010-11-10 14:08:00,2010-11-10 14:08:00,1,1,419.7000000000001,6,0,419.7000000000001,One-Time Customer
13097,2009-12-01 13:31:00,2011-11-07 10:43:00,27,18,13015.36,5344,705,482.0503703703704,Repeat Customer
13098,2011-01-26 13:46:00,2011-12-08 14:14:00,28,12,28882.44,15968,316,1031.5157142857142,Repeat Customer
13099,2011-09-01 17:40:00,2011-09-01 17:40:00,1,1,207.36,288,0,207.36,One-Time Customer
13101,2010-01-27 15:49:00,2011-04-19 14:37:00,4,4,695.4,478,446,173.85,Repeat Customer
13102,2010-05-06 13:12:00,2011-12-08 12:52:00,37,19,11380.1,6366,580,307.57027027027027,Repeat Customer
13103,2010-05-11 14:41:00,2011-10-31 09:38:00,3,3,709.64,426,537,236.54666666666665,Repeat Customer
13104,2010-02-24 15:06:00,2011-12-06 13:10:00,9,9,1709.1,834,649,189.89999999999998,Repeat Customer
13105,2010-09-29 13:41:00,2010-09-29 13:41:00,1,1,72.0,100,0,72.0,One-Time Customer
13106,2010-10-22 13:10:00,2011-07-29 15:12:00,2,2,603.46,231,280,301.73,Repeat Customer
13107,2010-02-04 10:50:00,2011-10-26 14:52:00,9,9,5253.07,4316,629,583.6744444444444,Repeat Customer
13108,2010-09-30 17:09:00,2010-12-02 10:35:00,2,2,748.46,745,62,374.23,Repeat Customer
13109,2010-06-06 12:59:00,2011-10-11 10:16:00,3,3,1134.03,757,491,378.01,Repeat Customer
13110,2009-12-01 14:14:00,2011-11-08 14:30:00,12,10,2957.4700000000003,763,707,246.45583333333335,Repeat Customer
13111,2009-12-21 09:00:00,2009-12-21 09:00:00,1,1,321.88000000000005,180,0,321.88000000000005,One-Time Customer
13112,2010-06-16 17:03:00,2010-06-16 17:03:00,1,1,20.599999999999998,11,0,20.599999999999998,One-Time Customer
13113,2010-03-28 16:13:00,2011-12-09 12:49:00,37,18,18230.07,4435,620,492.7045945945946,Repeat Customer
13114,2009-12-09 09:56:00,2009-12-09 09:56:00,1,1,234.38,74,0,234.38,One-Time Customer
13115,2010-04-19 13:29:00,2011-11-28 12:38:00,10,8,5494.7,3934,587,549.47,Repeat Customer
13116,2011-07-24 14:33:00,2011-07-24 14:33:00,1,1,501.14,291,0,501.14,One-Time Customer
13117,2010-03-26 13:50:00,2011-11-18 12:02:00,18,16,2255.66,1852,601,125.31444444444443,Repeat Customer
13118,2010-09-26 15:46:00,2011-11-20 12:46:00,9,7,2415.41,834,419,268.37888888888887,Repeat Customer
13119,2010-02-09 08:38:00,2010-02-09 08:38:00,1,1,134.9,110,0,134.9,One-Time Customer
13120,2011-04-15 10:19:00,2011-04-15 10:19:00,1,1,30.6,12,0,30.6,One-Time Customer
13121,2011-03-15 16:47:00,2011-03-15 16:47:00,1,1,283.73,252,0,283.73,One-Time Customer
13122,2011-04-13 14:12:00,2011-09-06 15:53:00,2,2,922.39,585,146,461.195,Repeat Customer
13123,2010-06-28 12:43:00,2010-08-24 10:18:00,2,2,506.75,268,56,253.375,Repeat Customer
13124,2010-11-19 15:50:00,2011-09-11 12:45:00,4,4,4641.66,2738,295,1160.415,Repeat Customer
13125,2010-07-04 11:58:00,2010-07-04 11:58:00,1,1,148.62,53,0,148.62,One-Time Customer
13126,2010-03-02 12:24:00,2011-12-05 10:00:00,13,11,3774.81,3289,642,290.37,Repeat Customer
13127,2011-09-23 10:26:00,2011-09-23 10:26:00,1,1,259.17,127,0,259.17,One-Time Customer
13128,2010-03-18 15:08:00,2010-03-18 15:08:00,1,1,263.5,31,0,263.5,One-Time Customer
13129,2010-06-28 11:54:00,2010-09-13 13:47:00,2,2,233.25,296,77,116.625,Repeat Customer
13130,2011-09-06 15:30:00,2011-09-06 15:30:00,1,1,64.0,32,0,64.0,One-Time Customer
13131,2010-02-09 09:47:00,2011-11-16 13:21:00,7,6,3313.77,1523,645,473.3957142857143,Repeat Customer
13132,2011-03-23 12:44:00,2011-03-23 12:44:00,1,1,77.3,20,0,77.3,One-Time Customer
13133,2010-09-06 15:30:00,2011-03-11 10:31:00,3,3,200.45,55,185,66.81666666666666,Repeat Customer
13134,2010-10-19 13:21:00,2011-09-15 10:35:00,6,5,2475.23,1364,330,412.53833333333336,Repeat Customer
13135,2010-08-05 17:28:00,2011-05-27 10:52:00,2,2,3371.45,4423,294,1685.725,Repeat Customer
13136,2009-12-08 18:30:00,2011-10-14 13:41:00,13,9,6274.56,3109,674,482.65846153846155,Repeat Customer
13137,2010-07-25 15:40:00,2011-11-29 12:09:00,16,11,7586.94,4238,491,474.18375,Repeat Customer
13138,2010-11-08 11:45:00,2011-11-17 16:51:00,7,7,1274.01,593,374,182.00142857142856,Repeat Customer
13139,2010-09-28 09:12:00,2011-11-23 13:54:00,8,6,8202.98,4614,421,1025.3725,Repeat Customer
13140,2010-08-05 19:05:00,2011-08-23 15:33:00,5,4,1054.92,572,382,210.984,Repeat Customer
13141,2009-12-09 13:34:00,2011-09-16 09:54:00,17,12,7656.08,5159,645,450.35764705882355,Repeat Customer
13142,2011-11-20 16:07:00,2011-11-20 16:07:00,1,1,307.09000000000003,258,0,307.09000000000003,One-Time Customer
13143,2010-05-04 12:22:00,2010-05-04 12:22:00,1,1,405.1,198,0,405.1,One-Time Customer
13144,2010-10-04 14:14:00,2011-01-11 11:15:00,2,2,135.35,29,98,67.675,Repeat Customer
13145,2010-04-19 11:11:00,2011-10-31 12:45:00,7,7,1128.52,265,560,161.21714285714285,Repeat Customer
13146,2011-11-13 15:29:00,2011-11-13 15:29:00,1,1,228.91,154,0,228.91,One-Time Customer
13147,2011-09-01 12:28:00,2011-11-29 13:59:00,4,3,712.8,144,89,178.2,Repeat Customer
13148,2009-12-07 15:26:00,2011-11-10 15:23:00,26,15,8488.32,4481,702,326.4738461538461,Repeat Customer
13149,2011-02-23 13:57:00,2011-11-25 13:09:00,4,4,1676.06,1280,274,419.015,Repeat Customer
13150,2010-03-19 09:03:00,2010-08-12 12:59:00,3,2,449.96999999999997,171,146,149.98999999999998,Repeat Customer
13151,2010-03-22 10:26:00,2011-02-17 12:29:00,3,2,2454.71,788,332,818.2366666666667,Repeat Customer
13152,2010-01-14 10:01:00,2010-10-18 13:44:00,7,7,2146.38,977,277,306.6257142857143,Repeat Customer
13153,2011-12-04 12:14:00,2011-12-04 12:14:00,1,1,486.22,418,0,486.22,One-Time Customer
13154,2009-12-04 08:46:00,2010-11-05 16:00:00,3,3,1624.84,976,336,541.6133333333333,Repeat Customer
13155,2010-08-05 09:30:00,2011-11-06 15:41:00,6,6,1370.48,741,458,228.41333333333333,Repeat Customer
13156,2010-02-01 13:45:00,2010-11-19 13:09:00,3,2,1586.54,914,290,528.8466666666667,Repeat Customer
13157,2010-03-08 11:59:00,2011-10-21 13:50:00,9,8,5687.36,4762,592,631.9288888888889,Repeat Customer
13158,2010-11-16 17:12:00,2011-09-06 11:58:00,5,5,1508.18,992,293,301.636,Repeat Customer
13159,2011-08-16 11:44:00,2011-12-01 11:20:00,4,3,1429.35,1058,106,357.3375,Repeat Customer
13160,2011-11-17 13:07:00,2011-11-17 13:07:00,1,1,91.8,56,0,91.8,One-Time Customer
13161,2010-07-27 12:44:00,2011-01-30 14:03:00,2,2,472.13,105,187,236.065,Repeat Customer
13162,2009-12-04 13:59:00,2011-08-09 15:59:00,16,13,9275.49,5755,613,579.718125,Repeat Customer
13163,2010-04-08 16:21:00,2010-04-08 16:21:00,1,1,17.65,3,0,17.65,One-Time Customer
13164,2010-02-10 11:52:00,2010-05-19 13:52:00,2,2,372.2,120,98,186.1,Repeat Customer
13165,2010-10-22 17:04:00,2011-10-24 15:05:00,3,3,1451.1599999999999,1736,366,483.71999999999997,Repeat Customer
13166,2010-10-21 14:29:00,2011-03-01 15:16:00,2,2,875.93,522,131,437.965,Repeat Customer
13167,2010-11-14 12:58:00,2011-11-21 12:24:00,5,5,1113.15,995,371,222.63000000000002,Repeat Customer
13168,2010-06-15 15:00:00,2011-11-03 12:56:00,5,5,1840.73,898,505,368.146,Repeat Customer
13169,2010-05-26 15:58:00,2011-10-07 12:11:00,3,3,840.08,296,498,280.0266666666667,Repeat Customer
13170,2011-11-13 12:19:00,2011-11-13 12:19:00,1,1,108.81,141,0,108.81,One-Time Customer
